fecha,codigo_ciiu,actividad,indice
2006-05-01,C29,Fabricacion de vehiculos automotores,75.48
2006-06-01,C29,Fabricacion de vehiculos automotores,75.59
2006-07-01,C29,Fabricacion de vehiculos automotores,75.92
2006-08-01,C29,Fabricacion de vehiculos automotores,75.95
2006-09-01,C29,Fabricacion de vehiculos automotores,75.97
2006-10-01,C29,Fabricacion de vehiculos automotores,75.99
2006-11-01,C29,Fabricacion de vehiculos automotores,76.39
2006-12-01,C29,Fabricacion de vehiculos automotores,76.39
2007-01-01,C29,Fabricacion de vehiculos automotores,76.42
2007-02-01,C29,Fabricacion de vehiculos automotores,76.42
2007-03-01,C29,Fabricacion de vehiculos automotores,77.09
2007-04-01,C29,Fabricacion de vehiculos automotores,77.09
2007-05-01,C29,Fabricacion de vehiculos automotores,77.13
2007-06-01,C29,Fabricacion de vehiculos automotores,76.88
2007-07-01,C29,Fabricacion de vehiculos automotores,76.88
2007-08-01,C29,Fabricacion de vehiculos automotores,76.98
2007-09-01,C29,Fabricacion de vehiculos automotores,77.03
2007-10-01,C29,Fabricacion de vehiculos automotores,77.34
2007-11-01,C29,Fabricacion de vehiculos automotores,77.33
2007-12-01,C29,Fabricacion de vehiculos automotores,77.34
2008-01-01,C29,Fabricacion de vehiculos automotores,77.4
2008-02-01,C29,Fabricacion de vehiculos automotores,77.56
2008-03-01,C29,Fabricacion de vehiculos automotores,77.86
2008-04-01,C29,Fabricacion de vehiculos automotores,77.98
2008-05-01,C29,Fabricacion de vehiculos automotores,78.18
2008-06-01,C29,Fabricacion de vehiculos automotores,78.42
2008-07-01,C29,Fabricacion de vehiculos automotores,78.43
2008-08-01,C29,Fabricacion de vehiculos automotores,78.92
2008-09-01,C29,Fabricacion de vehiculos automotores,78.93
2008-10-01,C29,Fabricacion de vehiculos automotores,78.87
2008-11-01,C29,Fabricacion de vehiculos automotores,78.89
2008-12-01,C29,Fabricacion de vehiculos automotores,78.87
2009-01-01,C29,Fabricacion de vehiculos automotores,79.25
2009-02-01,C29,Fabricacion de vehiculos automotores,79.75
2009-03-01,C29,Fabricacion de vehiculos automotores,79.71
2009-04-01,C29,Fabricacion de vehiculos automotores,80.01
2009-05-01,C29,Fabricacion de vehiculos automotores,80.07
2009-06-01,C29,Fabricacion de vehiculos automotores,80.07
2009-07-01,C29,Fabricacion de vehiculos automotores,80.3
2009-08-01,C29,Fabricacion de vehiculos automotores,80.47
2009-09-01,C29,Fabricacion de vehiculos automotores,80.49
2009-10-01,C29,Fabricacion de vehiculos automotores,80.61
2009-11-01,C29,Fabricacion de vehiculos automotores,80.69
2009-12-01,C29,Fabricacion de vehiculos automotores,80.94
2010-01-01,C29,Fabricacion de vehiculos automotores,80.91
2010-02-01,C29,Fabricacion de vehiculos automotores,80.95
2010-03-01,C29,Fabricacion de vehiculos automotores,80.91
2010-04-01,C29,Fabricacion de vehiculos automotores,80.96
2010-05-01,C29,Fabricacion de vehiculos automotores,81.0
2010-06-01,C29,Fabricacion de vehiculos automotores,81.0
2010-07-01,C29,Fabricacion de vehiculos automotores,81.0
2010-08-01,C29,Fabricacion de vehiculos automotores,81.01
2010-09-01,C29,Fabricacion de vehiculos automotores,81.27
2010-10-01,C29,Fabricacion de vehiculos automotores,81.58
2010-11-01,C29,Fabricacion de vehiculos automotores,83.67
2010-12-01,C29,Fabricacion de vehiculos automotores,83.67
2011-01-01,C29,Fabricacion de vehiculos automotores,83.73
2011-02-01,C29,Fabricacion de vehiculos automotores,84.09
2011-03-01,C29,Fabricacion de vehiculos automotores,84.09
2011-04-01,C29,Fabricacion de vehiculos automotores,84.26
2011-05-01,C29,Fabricacion de vehiculos automotores,84.26
2011-06-01,C29,Fabricacion de vehiculos automotores,84.95
2011-07-01,C29,Fabricacion de vehiculos automotores,84.96
2011-08-01,C29,Fabricacion de vehiculos automotores,84.97
2011-09-01,C29,Fabricacion de vehiculos automotores,85.65
2011-10-01,C29,Fabricacion de vehiculos automotores,86.63
2011-11-01,C29,Fabricacion de vehiculos automotores,87.33
2011-12-01,C29,Fabricacion de vehiculos automotores,90.23
2012-01-01,C29,Fabricacion de vehiculos automotores,91.65
2012-02-01,C29,Fabricacion de vehiculos automotores,92.91
2012-03-01,C29,Fabricacion de vehiculos automotores,92.92
2012-04-01,C29,Fabricacion de vehiculos automotores,92.92
2012-05-01,C29,Fabricacion de vehiculos automotores,92.92
2012-06-01,C29,Fabricacion de vehiculos automotores,92.94
2012-07-01,C29,Fabricacion de vehiculos automotores,92.96
2012-08-01,C29,Fabricacion de vehiculos automotores,94.2
2012-09-01,C29,Fabricacion de vehiculos automotores,95.78
2012-10-01,C29,Fabricacion de vehiculos automotores,95.79
2012-11-01,C29,Fabricacion de vehiculos automotores,95.79
2012-12-01,C29,Fabricacion de vehiculos automotores,95.82
2013-01-01,C29,Fabricacion de vehiculos automotores,96.04
2013-02-01,C29,Fabricacion de vehiculos automotores,96.09
2013-03-01,C29,Fabricacion de vehiculos automotores,95.98
2013-04-01,C29,Fabricacion de vehiculos automotores,96.16
2013-05-01,C29,Fabricacion de vehiculos automotores,95.47
2013-06-01,C29,Fabricacion de vehiculos automotores,95.47
2013-07-01,C29,Fabricacion de vehiculos automotores,95.52
2013-08-01,C29,Fabricacion de vehiculos automotores,94.89
2013-09-01,C29,Fabricacion de vehiculos automotores,96.15
2013-10-01,C29,Fabricacion de vehiculos automotores,96.06
2013-11-01,C29,Fabricacion de vehiculos automotores,96.06
2013-12-01,C29,Fabricacion de vehiculos automotores,96.06
2014-01-01,C29,Fabricacion de vehiculos automotores,94.28
2014-02-01,C29,Fabricacion de vehiculos automotores,94.29
2014-03-01,C29,Fabricacion de vehiculos automotores,94.8
2014-04-01,C29,Fabricacion de vehiculos automotores,95.3
2014-05-01,C29,Fabricacion de vehiculos automotores,95.3
2014-06-01,C29,Fabricacion de vehiculos automotores,96.23
2014-07-01,C29,Fabricacion de vehiculos automotores,97.53
2014-08-01,C29,Fabricacion de vehiculos automotores,97.35
2014-09-01,C29,Fabricacion de vehiculos automotores,98.31
2014-10-01,C29,Fabricacion de vehiculos automotores,97.73
2014-11-01,C29,Fabricacion de vehiculos automotores,98.04
2014-12-01,C29,Fabricacion de vehiculos automotores,99.01
2015-01-01,C29,Fabricacion de vehiculos automotores,99.09
2015-02-01,C29,Fabricacion de vehiculos automotores,100.75
2015-03-01,C29,Fabricacion de vehiculos automotores,100.8
2015-04-01,C29,Fabricacion de vehiculos automotores,100.58
2015-05-01,C29,Fabricacion de vehiculos automotores,100.56
2015-06-01,C29,Fabricacion de vehiculos automotores,100.48
2015-07-01,C29,Fabricacion de vehiculos automotores,100.33
2015-08-01,C29,Fabricacion de vehiculos automotores,97.54
2015-09-01,C29,Fabricacion de vehiculos automotores,99.21
2015-10-01,C29,Fabricacion de vehiculos automotores,99.51
2015-11-01,C29,Fabricacion de vehiculos automotores,99.51
2015-12-01,C29,Fabricacion de vehiculos automotores,99.63
2016-01-01,C29,Fabricacion de vehiculos automotores,99.75
2016-02-01,C29,Fabricacion de vehiculos automotores,99.85
2016-03-01,C29,Fabricacion de vehiculos automotores,99.78
2016-04-01,C29,Fabricacion de vehiculos automotores,99.81
2016-05-01,C29,Fabricacion de vehiculos automotores,99.81
2016-06-01,C29,Fabricacion de vehiculos automotores,99.78
2016-07-01,C29,Fabricacion de vehiculos automotores,99.49
2016-08-01,C29,Fabricacion de vehiculos automotores,99.38
2016-09-01,C29,Fabricacion de vehiculos automotores,99.38
2016-10-01,C29,Fabricacion de vehiculos automotores,92.49
2016-11-01,C29,Fabricacion de vehiculos automotores,92.38
2016-12-01,C29,Fabricacion de vehiculos automotores,92.38
2017-01-01,C29,Fabricacion de vehiculos automotores,92.38
2017-02-01,C29,Fabricacion de vehiculos automotores,92.45
2017-03-01,C29,Fabricacion de vehiculos automotores,92.44
2017-04-01,C29,Fabricacion de vehiculos automotores,92.44
2017-05-01,C29,Fabricacion de vehiculos automotores,92.44
2017-06-01,C29,Fabricacion de vehiculos automotores,92.44
2017-07-01,C29,Fabricacion de vehiculos automotores,93.85
2017-08-01,C29,Fabricacion de vehiculos automotores,93.83
2017-09-01,C29,Fabricacion de vehiculos automotores,93.83
2017-10-01,C29,Fabricacion de vehiculos automotores,93.83
2017-11-01,C29,Fabricacion de vehiculos automotores,93.93
2017-12-01,C29,Fabricacion de vehiculos automotores,93.93
2018-01-01,C29,Fabricacion de vehiculos automotores,93.98
2018-02-01,C29,Fabricacion de vehiculos automotores,93.98
2018-03-01,C29,Fabricacion de vehiculos automotores,94.81
2018-04-01,C29,Fabricacion de vehiculos automotores,94.81
2018-05-01,C29,Fabricacion de vehiculos automotores,94.83
2018-06-01,C29,Fabricacion de vehiculos automotores,94.93
2018-07-01,C29,Fabricacion de vehiculos automotores,94.92
2018-08-01,C29,Fabricacion de vehiculos automotores,94.91
2018-09-01,C29,Fabricacion de vehiculos automotores,94.93
2018-10-01,C29,Fabricacion de vehiculos automotores,94.93
2018-11-01,C29,Fabricacion de vehiculos automotores,94.93
2018-12-01,C29,Fabricacion de vehiculos automotores,94.93
2019-01-01,C29,Fabricacion de vehiculos automotores,95.73
2019-02-01,C29,Fabricacion de vehiculos automotores,95.73
2019-03-01,C29,Fabricacion de vehiculos automotores,95.73
2019-04-01,C29,Fabricacion de vehiculos automotores,95.73
2019-05-01,C29,Fabricacion de vehiculos automotores,95.73
2019-06-01,C29,Fabricacion de vehiculos automotores,95.73
2019-07-01,C29,Fabricacion de vehiculos automotores,95.64
2019-08-01,C29,Fabricacion de vehiculos automotores,95.73
2019-09-01,C29,Fabricacion de vehiculos automotores,95.74
2019-10-01,C29,Fabricacion de vehiculos automotores,95.74
2019-11-01,C29,Fabricacion de vehiculos automotores,95.74
2019-12-01,C29,Fabricacion de vehiculos automotores,95.74
2020-01-01,C29,Fabricacion de vehiculos automotores,95.74
2020-02-01,C29,Fabricacion de vehiculos automotores,95.74
2020-03-01,C29,Fabricacion de vehiculos automotores,95.74
2020-04-01,C29,Fabricacion de vehiculos automotores,95.74
2020-05-01,C29,Fabricacion de vehiculos automotores,95.74
2020-06-01,C29,Fabricacion de vehiculos automotores,95.74
2020-07-01,C29,Fabricacion de vehiculos automotores,95.74
2020-08-01,C29,Fabricacion de vehiculos automotores,95.74
2020-09-01,C29,Fabricacion de vehiculos automotores,95.74
2020-10-01,C29,Fabricacion de vehiculos automotores,95.74
2020-11-01,C29,Fabricacion de vehiculos automotores,95.78
2020-12-01,C29,Fabricacion de vehiculos automotores,95.97
2021-01-01,C29,Fabricacion de vehiculos automotores,96.49
2021-02-01,C29,Fabricacion de vehiculos automotores,96.49
2021-03-01,C29,Fabricacion de vehiculos automotores,96.48
2021-04-01,C29,Fabricacion de vehiculos automotores,96.48
2021-05-01,C29,Fabricacion de vehiculos automotores,96.47
2021-06-01,C29,Fabricacion de vehiculos automotores,96.47
2021-07-01,C29,Fabricacion de vehiculos automotores,96.54
2021-08-01,C29,Fabricacion de vehiculos automotores,96.56
2021-09-01,C29,Fabricacion de vehiculos automotores,96.64
2021-10-01,C29,Fabricacion de vehiculos automotores,96.7
2021-11-01,C29,Fabricacion de vehiculos automotores,96.74
2021-12-01,C29,Fabricacion de vehiculos automotores,96.92
2022-01-01,C29,Fabricacion de vehiculos automotores,97.27
2022-02-01,C29,Fabricacion de vehiculos automotores,97.27
2022-03-01,C29,Fabricacion de vehiculos automotores,97.27
2022-04-01,C29,Fabricacion de vehiculos automotores,97.12
2022-05-01,C29,Fabricacion de vehiculos automotores,97.12
2022-06-01,C29,Fabricacion de vehiculos automotores,97.15
2022-07-01,C29,Fabricacion de vehiculos automotores,97.06
2022-08-01,C29,Fabricacion de vehiculos automotores,97.08
2022-09-01,C29,Fabricacion de vehiculos automotores,97.08
2022-10-01,C29,Fabricacion de vehiculos automotores,97.1
2022-11-01,C29,Fabricacion de vehiculos automotores,97.1
2022-12-01,C29,Fabricacion de vehiculos automotores,97.1
2023-01-01,C29,Fabricacion de vehiculos automotores,97.1
2023-02-01,C29,Fabricacion de vehiculos automotores,97.11
2023-03-01,C29,Fabricacion de vehiculos automotores,97.14
2023-04-01,C29,Fabricacion de vehiculos automotores,97.14
2023-05-01,C29,Fabricacion de vehiculos automotores,97.14
2023-06-01,C29,Fabricacion de vehiculos automotores,97.14
2023-07-01,C29,Fabricacion de vehiculos automotores,97.14
2023-08-01,C29,Fabricacion de vehiculos automotores,97.14
2023-09-01,C29,Fabricacion de vehiculos automotores,97.15
2023-10-01,C29,Fabricacion de vehiculos automotores,97.13
2023-11-01,C29,Fabricacion de vehiculos automotores,97.21
2023-12-01,C29,Fabricacion de vehiculos automotores,97.18
2024-01-01,C29,Fabricacion de vehiculos automotores,97.19
2024-02-01,C29,Fabricacion de vehiculos automotores,97.19
2024-03-01,C29,Fabricacion de vehiculos automotores,97.19
2024-04-01,C29,Fabricacion de vehiculos automotores,97.2
2024-05-01,C29,Fabricacion de vehiculos automotores,97.2
2024-06-01,C29,Fabricacion de vehiculos automotores,97.2
2024-07-01,C29,Fabricacion de vehiculos automotores,97.09
2024-08-01,C29,Fabricacion de vehiculos automotores,97.09
2024-09-01,C29,Fabricacion de vehiculos automotores,97.09
2024-10-01,C29,Fabricacion de vehiculos automotores,97.09
2024-11-01,C29,Fabricacion de vehiculos automotores,97.1
2024-12-01,C29,Fabricacion de vehiculos automotores,97.1
2025-01-01,C29,Fabricacion de vehiculos automotores,97.1
2025-02-01,C29,Fabricacion de vehiculos automotores,97.1
2025-03-01,C29,Fabricacion de vehiculos automotores,97.1
2025-04-01,C29,Fabricacion de vehiculos automotores,96.84
