id_entrega,canton_destino,peso_kg,volumen_m3,distancia_km,num_paradas,hora_salida,lluvia_mm,tipo_vehiculo,experiencia_conductor_meses,carga_previa_pct,incidencias_registradas,entrega_tardia
ENT-00353,Machala,95.1,0.594,38.4,6,11,0.0,camion liviano,,65.3,0,0
ENT-00092,Macara,42.4,0.141,35.7,12,4,3.5,camion liviano,49.0,80.2,0,0
ENT-02168,Zamora,397.7,1.482,100.8,3,5,0.4,camion liviano,,45.8,0,1
ENT-02586,Macara,334.4,1.259,38.0,4,8,2.5,camioneta,20.0,37.1,1,1
ENT-01171,Catamayo,593.6,1.962,22.9,1,11,0.0,camion pesado,41.0,93.6,2,1
ENT-01566,MACARA,186.4,0.739,12.3,10,11,1.8,camion pesado,65.0,30.8,0,0
ENT-01286,Loja,613.3,3.089,28.7,7,7,0.5,camion liviano,,47.5,2,1
ENT-01787,Lója,289.5,1.001,12.2,1,11,6.5,camioneta,,92.4,4,1
ENT-01544,Catamayo,107.5,0.595,54.6,11,9,0.0,camion liviano,39.0,22.9,1,1
ENT-02954,Saraguro,212.4,1.233,60.5,2,15,0.3,camion liviano,,64.8,0,1
ENT-01554,Catamayo,276.4,0.94,30.0,10,11,0.0,camioneta,34.0,58.7,3,1
ENT-00698,Loja,400.9,1.998,3.1,4,10,0.1,camioneta,49.0,28.0,1,1
ENT-02933,Saraguro,351.5,1.159,53.7,7,6,6.9,camioneta,49.0,24.5,0,0
ENT-00349,Saraguro,311.8,1.675,45.4,20,7,7.0,camioneta,,65.2,2,1
ENT-01641,Zamora,190.3,0.723,106.2,8,17,0.2,camion liviano,65.0,77.7,2,1
ENT-02798,machala,245.8,1.146,36.1,6,11,1.1,camioneta,59.0,48.6,1,1
ENT-02602,Loja,261.7,1.015,89.3,4,4,1.8,camioneta,43.0,88.1,1,1
ENT-02214,Cariamanga,135.2,0.431,21.3,22,10,2.8,camioneta,16.0,92.3,0,0
ENT-01138,Macara,398.8,1.397,39.3,2,12,7.0,camioneta,29.0,42.6,0,0
ENT-02770,Machala,124.2,0.548,42.2,5,10,2.1,camioneta,,89.9,0,0
ENT-02759,Loja,39.2,0.176,52.1,5,6,3.4,camion liviano,18.0,94.9,4,1
ENT-02894,Loja,402.5,2.541,95.1,2,5,0.0,camion liviano,20.0,14.5,1,1
ENT-02878,Loja,549.1,1.993,193.9,3,10,0.0,camioneta,57.0,57.8,1,0
ENT-01340,Loja,285.0,1.778,28.2,7,12,0.8,camioneta,26.0,54.2,0,0
ENT-02541,Machala,494.9,2.954,74.3,5,7,0.3,camion liviano,,17.7,0,0
ENT-00454,Machala,179.2,1.171,35.8,14,6,3.7,camion liviano,72.0,21.6,0,1
ENT-00914,Catamayo,122.6,0.804,12.7,3,9,7.3,camion liviano,27.0,35.1,0,0
ENT-01200,Lója,274.1,1.161,24.8,4,11,1.2,camion pesado,65.0,45.7,1,0
ENT-01275,Machala,330.4,2.133,9.7,12,11,0.0,camion liviano,10.0,87.4,3,1
ENT-02097,Machala,305.0,1.146,15.4,7,12,0.0,camion pesado,64.0,57.9,0,0
ENT-00038,Loja,307.7,1.313,72.7,10,6,4.3,camioneta,65.0,65.2,2,1
ENT-00975,Catamayo,408.7,2.517,26.1,10,10,0.0,camioneta,13.0,42.2,0,1
ENT-02827,Machala,544.1,2.417,27.6,1,7,0.0,camioneta,,84.6,0,0
ENT-00984,Machala,351.2,2.059,38.1,6,8,0.0,camion liviano,,38.3,0,0
ENT-02376,Zamora,31.3,0.124,12.0,6,7,0.4,camion liviano,18.0,51.0,0,0
ENT-02055,Machala,158.3,1.056,29.7,3,7,0.7,camion pesado,,93.3,2,1
ENT-01419,Machala,169.0,0.585,25.4,3,8,3.4,camioneta,66.0,39.4,2,1
ENT-01285,LOJA,290.7,1.726,35.2,4,10,5.5,camioneta,25.0,60.6,1,1
ENT-00040,Cariamanga,307.1,2.157,73.0,14,11,0.0,camioneta,96.0,32.0,2,1
ENT-01487,Saraguro,114.8,0.6,71.3,7,10,2.6,camion liviano,27.0,51.2,1,1
ENT-01873,Saraguro,135.1,0.587,66.0,10,6,0.9,camion liviano,10.0,69.8,1,1
ENT-00170,Machala,245.0,0.953,57.1,9,9,0.0,camion pesado,62.0,41.8,3,1
ENT-01356,Catamayo,235.3,1.25,83.9,16,10,0.9,camion liviano,,58.5,3,1
ENT-00738,MACARA,231.7,1.001,63.4,4,11,0.6,camioneta,80.0,38.3,0,0
ENT-02495,Catamayo,127.0,0.744,67.5,4,10,3.5,camioneta,,47.5,1,1
ENT-02755,Loja,234.9,1.013,28.0,4,4,,camion liviano,33.0,30.2,0,0
ENT-02224,Macara,253.4,1.071,24.0,1,8,0.0,camion liviano,,77.4,0,0
ENT-00635,Saraguro,158.8,0.876,51.6,2,11,0.0,camion liviano,32.0,63.8,0,0
ENT-02702,Macara,303.5,1.761,45.2,6,10,1.0,camion liviano,50.0,95.6,1,1
ENT-02011,Loja,169.0,0.594,21.3,1,12,1.3,camioneta,,60.0,1,1
ENT-01291,Catamayo,200.4,0.693,38.1,7,8,1.3,camion liviano,96.0,51.0,0,0
ENT-01381,MACARA,73.6,0.258,35.0,3,10,0.0,camion liviano,98.0,42.1,1,0
ENT-00580,loja,172.1,0.986,36.8,3,10,0.4,camioneta,20.0,81.6,0,0
ENT-00329,Zamora,178.3,0.728,11.9,8,8,0.5,camion pesado,,87.6,0,1
ENT-02771,Cariamanga,163.0,0.797,21.1,5,8,0.4,camioneta,19.0,37.5,1,0
ENT-00893,Loja,247.6,0.994,58.2,3,12,1.3,camion pesado,,79.8,0,0
ENT-01939,Loja,394.4,1.325,75.5,7,6,0.0,camion liviano,12.0,75.5,0,0
ENT-00781,Macara,129.2,0.723,34.5,3,11,0.4,camioneta,19.0,74.1,1,0
ENT-00160,Macara,409.3,1.323,13.5,2,9,3.7,camion pesado,51.0,68.0,1,1
ENT-02060,Machala,262.8,0.831,76.6,4,9,3.9,camion pesado,39.0,74.4,5,1
ENT-01736,Zamora,773.6,2.908,70.4,2,10,0.2,camioneta,33.0,24.7,1,1
ENT-02372,Catamayo,140.8,0.993,7.4,8,6,1.7,camion pesado,12.0,17.8,2,1
ENT-00062,Machala,279.2,1.989,8.0,2,12,0.8,camion pesado,43.0,76.6,0,0
ENT-00850,Zamora,35.2,0.227,18.5,5,8,5.6,camioneta,17.0,38.1,0,0
ENT-02175,Saraguro,375.3,1.632,61.8,2,10,2.6,camion liviano,66.0,37.3,0,1
ENT-02950,Cariamanga,119.9,0.823,18.7,13,9,5.3,camioneta,67.0,34.4,0,1
ENT-01691,Machala,111.2,0.548,45.1,3,8,0.8,camion liviano,35.0,17.9,0,0
ENT-01044,Loja,309.8,0.982,35.2,2,12,0.0,camion pesado,28.0,50.3,0,0
ENT-02565,Catamayo,187.3,0.592,38.0,1,7,0.8,camion liviano,52.0,31.3,1,0
ENT-01545,Zamora,91.3,0.367,69.7,1,4,0.3,camioneta,,58.9,1,1
ENT-02958,Cariamanga,366.6,1.973,46.3,4,14,3.7,camion liviano,47.0,75.6,0,1
ENT-01845,Machala,455.6,1.455,26.9,3,11,2.9,camion liviano,16.0,46.8,0,0
ENT-01071,Saraguro,523.4,2.322,1.3,3,13,2.2,camioneta,67.0,60.7,0,0
ENT-00054,Saraguro,668.7,3.931,41.0,16,10,3.0,camion liviano,107.0,75.9,1,1
ENT-02658,Loja,686.3,2.242,47.1,7,13,1.8,camion liviano,58.0,22.4,1,1
ENT-00259,Macara,144.7,0.72,7.2,1,11,0.0,camion liviano,100.0,62.0,0,0
ENT-00506,Cariamanga,213.7,1.443,23.3,4,10,0.0,camioneta,55.0,32.0,3,1
ENT-00753,Saraguro,42.9,0.166,68.5,1,8,3.7,camion pesado,57.0,31.1,1,1
ENT-02980,Catamayo,632.1,2.085,32.9,2,10,3.6,camioneta,,68.6,0,0
ENT-00218,Zamora,254.6,0.904,64.8,6,7,5.5,camion pesado,35.0,13.1,1,1
ENT-00825,Zamora,346.8,1.23,37.8,3,11,1.0,camioneta,3.0,68.1,1,1
ENT-02896,Cariamanga,61.8,0.333,6.7,5,15,0.9,camioneta,,34.4,0,0
ENT-00773,Loja,104.0,0.382,10.8,10,4,1.1,camion liviano,,40.4,0,1
ENT-02321,Loja,228.0,0.874,98.4,4,6,0.0,camion liviano,45.0,38.7,1,1
ENT-01390,Saraguro,444.2,2.748,102.3,3,7,0.0,camioneta,10.0,55.4,0,0
ENT-02554,Zamora,108.0,0.394,29.7,6,9,0.9,camioneta,38.0,77.0,2,1
ENT-01267,Saraguro,214.3,1.289,68.7,6,10,0.0,camioneta,41.0,73.3,1,1
ENT-02515,Saraguro,433.0,1.661,36.2,9,10,1.3,camioneta,35.0,72.9,0,0
ENT-01796,Loja,641.8,2.91,1.0,5,11,0.3,camion liviano,67.0,52.5,0,1
ENT-00772,Macara,315.1,1.849,47.0,3,11,0.3,camioneta,31.0,84.5,2,1
ENT-02860,Loja ,55.5,0.198,41.7,14,8,0.1,camioneta,,36.1,3,1
ENT-02814,Macara,355.8,1.989,16.0,9,9,3.1,camioneta,33.0,70.0,2,1
ENT-02740,Saraguro,285.3,1.257,28.4,2,11,,camioneta,27.0,51.7,0,0
ENT-01086,Macara,676.0,2.623,74.9,5,7,2.3,camion pesado,31.0,53.5,5,1
ENT-01804,Zamora,100.0,0.44,35.7,11,7,2.8,camioneta,26.0,79.4,0,0
ENT-01613,Loja,188.8,0.848,17.7,8,12,1.2,camion pesado,58.0,55.0,1,1
ENT-01326,loja,413.7,2.782,38.4,10,10,0.0,camioneta,43.0,77.6,2,1
ENT-02165,Saraguro,751.1,2.901,45.0,4,8,0.0,camioneta,,54.8,0,1
ENT-02526,Machala,190.1,0.687,49.6,5,12,2.5,camioneta,27.0,42.3,0,1
ENT-01799,MACARA,403.5,1.958,27.8,3,10,0.0,camion liviano,32.0,49.0,1,1
ENT-01814,Zamora,88.5,0.331,57.4,3,6,5.6,camioneta,4.0,63.5,4,1
ENT-02125,Zamora,165.6,0.854,26.5,3,14,2.9,camion liviano,,93.8,2,1
ENT-01781,Machala,75.8,0.403,30.6,2,10,0.9,camion pesado,,84.8,1,0
ENT-01764,Catamayo,178.1,0.693,22.2,4,5,13.4,camion liviano,,10.2,0,0
ENT-02742,Cariamanga,204.2,1.068,55.2,3,9,1.8,camion liviano,70.0,84.6,0,0
ENT-01164,Machala,308.2,1.516,1.6,2,11,0.1,camion liviano,82.0,12.6,0,0
ENT-00964,Cariamanga,553.4,1.886,60.7,5,11,0.0,camioneta,13.0,69.5,1,1
ENT-02960,Machala,768.5,2.537,38.1,12,12,2.9,camioneta,,80.4,4,1
ENT-01745,Cariamanga,234.0,1.276,28.7,3,12,0.0,camioneta,100.0,60.5,0,1
ENT-00399,Catamayo,241.7,0.963,23.9,6,9,1.4,camion liviano,55.0,53.7,2,1
ENT-00585,Macara,501.5,1.777,19.5,6,8,7.2,camioneta,59.0,25.4,0,0
ENT-00949,Machala,437.3,1.476,55.0,9,4,3.1,camion pesado,61.0,63.2,1,0
ENT-00705,Zamora,154.4,0.599,31.1,3,7,1.2,camioneta,74.0,58.3,2,1
ENT-00432,Cariamanga,438.7,1.488,20.0,13,11,5.9,camion pesado,18.0,67.8,2,1
ENT-00293,Loja,278.5,1.248,18.5,4,8,2.3,camion liviano,17.0,55.9,3,1
ENT-00146,Cariamanga,956.2,4.726,22.9,2,7,0.0,camioneta,54.0,42.3,0,0
ENT-00324,Catamayo,70.9,0.248,61.8,3,9,1.4,camioneta,123.0,86.4,3,1
ENT-02154,Catamayo,183.3,0.836,15.5,3,12,0.3,camion liviano,19.0,92.3,1,1
ENT-01166,Loja,379.9,1.604,24.5,6,11,0.0,camion pesado,54.0,77.9,1,1
ENT-01453,Saraguro,33.2,0.129,37.9,4,6,1.0,camion liviano,33.0,21.1,0,0
ENT-00003,Cariamanga,33.8,0.209,15.7,3,12,0.6,camioneta,12.0,57.0,0,0
ENT-00577,Saraguro,82.1,0.352,29.7,6,8,0.2,camioneta,,54.2,1,1
ENT-02348,Zamora,96.8,0.625,36.2,7,7,1.9,camioneta,,59.5,2,1
ENT-00340,Macara,130.3,0.543,74.2,8,9,0.0,camioneta,19.0,65.8,1,1
ENT-01869,Machala,426.7,2.713,108.7,6,8,0.5,camioneta,,79.8,1,1
ENT-02247,Macara,330.0,1.27,74.7,17,9,9.4,camion liviano,11.0,22.6,1,1
ENT-00926,Zamora,245.3,0.998,48.0,3,9,1.8,camioneta,26.0,85.3,0,0
ENT-00266,Cariamanga,321.6,1.293,102.5,3,7,1.9,camion pesado,,31.7,2,1
ENT-00377,Macara,157.9,0.856,56.7,13,7,0.0,camion pesado,38.0,65.5,1,1
ENT-01953,Machala,229.3,1.088,98.5,8,12,3.8,camioneta,,23.7,1,1
ENT-01464,Catamayo,218.5,1.387,124.5,4,8,0.0,camioneta,,75.0,1,0
ENT-00272,Zamora,399.8,1.484,57.8,3,9,0.0,camion pesado,,76.5,1,1
ENT-00697,Saraguro,535.8,2.108,18.6,7,11,0.0,camion liviano,,84.6,1,1
ENT-02852,Cariamanga,164.5,0.591,36.3,12,8,0.0,camion liviano,26.0,66.6,3,1
ENT-00245,Zamora,181.0,0.783,17.9,3,9,0.0,camion liviano,91.0,70.3,1,0
ENT-02871,Catamayo,91.4,0.577,49.8,5,11,0.7,camion liviano,53.0,8.2,0,1
ENT-00477,MACARA,424.6,2.163,6.0,8,7,,camioneta,124.0,28.9,0,0
ENT-01778,Loja,120.0,0.424,39.1,8,5,0.2,camioneta,22.0,28.3,0,0
ENT-01808,Macara,109.7,0.497,31.2,6,4,2.8,camioneta,,80.9,0,0
ENT-01938,Zamora,81.9,0.288,72.2,4,8,0.0,camioneta,,76.6,2,1
ENT-02705,Saraguro,319.9,1.242,83.2,6,8,0.0,camion liviano,62.0,49.0,3,1
ENT-02590,Catamayo,-1.0,0.197,29.9,11,10,0.8,camion liviano,27.0,56.0,0,0
ENT-02841,Saraguro,91.6,0.49,36.1,9,8,0.8,camion liviano,18.0,55.9,2,1
ENT-00053,Loja,18.9,0.063,24.3,4,7,2.8,camioneta,31.0,76.8,0,1
ENT-02016,Loja,192.9,0.647,84.6,5,6,,camioneta,27.0,46.5,2,1
ENT-02822,Macara,720.7,2.348,74.1,7,7,1.7,camion liviano,41.0,91.4,0,0
ENT-00251,Loja,281.6,1.937,30.0,7,4,0.7,camion pesado,61.0,78.2,1,0
ENT-00414,Machala,522.3,3.169,14.9,3,11,2.9,camioneta,,80.4,0,0
ENT-00546,Saraguro,371.2,1.211,38.1,4,6,0.9,camion liviano,132.0,39.8,1,0
ENT-01194,Macara,467.9,1.864,19.7,1,7,4.6,camion liviano,,12.2,3,1
ENT-00739,loja,286.0,1.474,44.5,10,14,0.2,camioneta,21.0,29.2,0,1
ENT-00311,Zamora,151.7,0.892,39.2,10,4,0.0,camion pesado,108.0,51.9,1,0
ENT-01772,Saraguro,229.7,0.804,34.2,1,7,1.1,camion liviano,,74.9,1,1
ENT-00894,Saraguro,526.9,1.803,76.6,1,7,0.0,camioneta,37.0,51.3,4,1
ENT-01132,Macara,194.4,0.793,42.6,8,11,1.8,camion pesado,39.0,49.4,0,0
ENT-01450,Saraguro,95.9,0.548,50.4,9,10,4.3,camioneta,,37.9,0,0
ENT-02965,Catamayo,531.4,2.14,25.2,3,6,7.9,camioneta,52.0,25.0,0,0
ENT-00016,Saraguro,64.5,0.235,15.7,7,9,3.7,camion pesado,,44.6,2,1
ENT-02043,Catamayo,258.5,1.266,31.4,4,7,0.0,camion liviano,34.0,41.7,1,0
ENT-00722,Zamora,248.3,0.8,50.8,4,7,0.0,camioneta,,50.9,1,1
ENT-01421,Macara,188.4,0.896,59.5,7,10,1.0,camioneta,,59.2,0,0
ENT-02688,Zamora,186.1,1.021,24.3,2,10,2.7,camion liviano,,17.7,0,0
ENT-00982,Cariamanga,112.3,0.697,21.4,9,9,0.0,camioneta,46.0,45.4,0,1
ENT-01964,Saraguro,533.5,3.294,21.8,1,9,0.0,camion liviano,,38.2,0,0
ENT-01540,Zamora,495.0,1.932,14.1,3,11,4.0,camion pesado,10.0,72.7,0,0
ENT-02583,Loja,184.5,0.998,9.3,3,9,0.3,camion liviano,,29.0,2,1
ENT-01551,Cariamanga,184.9,0.814,15.9,7,10,1.7,camioneta,,38.6,0,0
ENT-02471,machala,48.0,0.269,63.2,3,7,3.0,camioneta,173.0,77.1,0,1
ENT-00364,Catamayo,539.4,1.974,27.2,3,12,,camioneta,,48.5,1,1
ENT-00983,Saraguro,171.6,0.851,52.3,6,12,,camion pesado,52.0,78.5,1,0
ENT-00183,Cariamanga,113.0,0.572,66.6,2,12,1.2,camioneta,7.0,35.5,2,1
ENT-00986,Machala,55.5,0.263,32.0,2,11,0.0,camion liviano,124.0,43.2,0,0
ENT-02068,Loja,141.6,0.8,49.7,3,9,0.1,camion pesado,,37.1,0,0
ENT-01195,Saraguro,323.8,1.759,40.7,5,9,0.0,camion liviano,1.0,80.3,4,1
ENT-02150,Macara,285.2,0.986,28.9,2,10,1.0,camioneta,,83.9,0,0
ENT-02701,Catamayo,62.3,0.415,18.0,3,14,3.3,camion liviano,17.0,17.6,0,0
ENT-01122,Loja,69.3,0.218,13.7,2,12,7.2,camioneta,95.0,65.4,2,1
ENT-00188,Loja,506.2,3.046,53.4,4,8,7.3,camion liviano,107.0,52.6,1,1
ENT-00620,LOJA,239.0,1.701,50.4,7,7,1.5,camioneta,,80.3,1,1
ENT-02644,Catamayo,263.3,1.396,8.7,4,10,1.2,camion liviano,104.0,41.1,0,0
ENT-01176,Cariamanga,71.3,0.264,20.7,3,10,0.0,camion pesado,,48.6,1,0
ENT-01183,Machala,285.9,1.259,24.0,4,6,0.0,camion liviano,119.0,23.3,0,0
ENT-02432,Loja,249.9,0.786,28.8,8,8,3.1,camioneta,,56.0,2,1
ENT-02246,Loja,200.4,0.639,25.0,6,10,0.0,camion liviano,56.0,30.4,1,1
ENT-00615,Cariamanga,289.0,1.211,15.9,2,7,0.0,camion pesado,57.0,69.0,4,1
ENT-01514,Zamora,98.4,0.446,19.7,6,11,3.3,camioneta,55.0,90.6,2,1
ENT-01467,MACARA,251.3,0.821,55.3,1,10,1.8,camion liviano,9.0,2.6,0,0
ENT-00402,LOJA,356.3,1.419,23.2,4,9,7.4,camion liviano,85.0,52.7,0,0
ENT-00995,Loja,854.0,2.9,103.8,2,9,6.7,camioneta,34.0,35.5,0,1
ENT-00935,Zamora,511.3,1.794,50.6,13,12,1.1,camion liviano,120.0,24.6,3,1
ENT-00372,Catamayo,89.6,0.505,35.2,11,10,9.2,camion liviano,90.0,73.5,1,1
ENT-02015,LOJA,250.5,0.879,40.7,8,7,1.5,camioneta,48.0,38.6,0,0
ENT-02211,Loja,315.6,1.149,47.2,11,6,1.3,camion liviano,,68.8,2,1
ENT-00594,Zamora,502.9,2.088,95.5,9,11,2.4,camion liviano,67.0,25.6,2,1
ENT-02003,Catamayo,365.2,1.95,34.3,4,5,3.2,camion liviano,,54.0,0,1
ENT-00727,Cariamanga,90.3,0.386,129.7,6,11,0.2,camion pesado,74.0,21.7,0,0
ENT-00827,Lója,230.2,1.443,80.5,5,4,1.5,camion liviano,92.0,64.7,1,1
ENT-01757,Cariamanga,375.7,1.33,24.3,2,11,1.9,camion pesado,,62.6,3,1
ENT-00688,Saraguro,275.7,1.24,34.8,4,14,0.0,camion liviano,,73.6,3,1
ENT-02261,Catamayo,561.8,2.769,53.2,5,6,1.7,camioneta,39.0,82.1,2,1
ENT-00137,Loja,187.3,0.807,9.8,6,8,0.0,camion pesado,4.0,16.1,0,1
ENT-02499,Machala,179.7,0.761,18.4,10,8,0.5,camion pesado,42.0,54.1,1,1
ENT-00629,Macara,266.9,1.056,17.6,1,9,3.3,camion liviano,16.0,49.9,0,0
ENT-00335,Catamayo,366.2,1.298,50.6,2,13,0.0,camion liviano,26.0,71.0,0,0
ENT-00391,Saraguro,287.3,1.164,47.4,4,8,1.6,camioneta,90.0,55.1,0,0
ENT-02357,Zamora,348.9,1.203,50.8,10,7,5.0,camioneta,32.0,52.5,3,1
ENT-01110,Catamayo,128.9,0.785,15.6,2,11,2.6,camioneta,37.0,77.2,1,1
ENT-01823,Catamayo,276.5,1.255,5.2,7,7,8.7,camioneta,4.0,36.0,0,0
ENT-02754,Machala,124.7,0.835,46.6,8,4,0.9,camion pesado,29.0,24.0,0,1
ENT-00711,Saraguro,81.3,0.48,90.0,2,5,0.0,camioneta,,79.7,0,0
ENT-01040,Saraguro,351.3,2.224,54.2,3,10,0.0,camioneta,,51.5,0,0
ENT-02637,Catamayo,68.4,0.467,59.0,3,8,1.6,camioneta,90.0,65.3,0,1
ENT-01940,Zamora,603.1,3.532,6.3,2,11,3.9,camion liviano,39.0,47.7,0,1
ENT-02649,Cariamanga,208.4,0.899,13.9,6,12,0.0,camioneta,35.0,12.6,0,0
ENT-01562,LOJA,351.6,1.375,11.0,5,9,1.1,camioneta,,89.2,0,1
ENT-02813,Zamora,48.6,0.152,142.5,5,7,2.0,camioneta,44.0,74.9,2,1
ENT-01595,Saraguro,289.1,1.239,46.6,6,7,6.2,camion liviano,28.0,46.4,5,1
ENT-02906,MACARA,235.0,0.854,58.5,8,10,2.2,camion pesado,28.0,50.9,2,1
ENT-02903,Catamayo,255.7,0.909,18.2,2,8,1.3,camioneta,177.0,63.7,1,0
ENT-01113,machala,513.5,3.067,75.1,1,8,2.7,camion liviano,,53.8,0,0
ENT-00466,Zamora,308.7,1.96,27.3,4,9,0.2,camion liviano,,42.8,0,0
ENT-01561,Cariamanga,145.4,0.631,164.8,4,9,2.7,camion pesado,,79.3,0,1
ENT-01224,Catamayo,184.3,0.606,68.0,11,14,1.7,camioneta,24.0,40.3,1,1
ENT-02046,Cariamanga,49.7,0.176,64.0,10,11,0.5,camioneta,,71.0,0,0
ENT-02604,Catamayo,52.5,0.215,94.3,11,11,7.9,camion liviano,24.0,69.3,4,1
ENT-02457,Catamayo,253.0,1.207,46.0,4,11,0.0,camion liviano,42.0,62.6,1,0
ENT-01509,Macara,491.7,1.688,64.6,8,5,0.0,camion liviano,49.0,16.7,1,1
ENT-01105,Cariamanga,146.1,0.923,58.7,2,7,2.8,camion pesado,130.0,51.5,2,1
ENT-00661,Machala,294.8,1.126,26.6,7,9,0.8,camion liviano,,31.1,0,1
ENT-00339,Machala,502.0,2.321,87.2,2,10,,camion liviano,156.0,86.1,1,1
ENT-00216,Loja,113.9,0.545,20.9,7,8,0.0,camioneta,,84.9,4,1
ENT-01616,Machala,206.8,0.779,11.4,4,13,1.9,camion liviano,52.0,58.6,1,1
ENT-02009,Zamora,320.7,2.092,83.9,4,11,0.0,camioneta,88.0,42.7,0,0
ENT-02567,Saraguro,156.3,0.523,31.4,3,11,1.8,camioneta,,78.1,0,0
ENT-02862,Saraguro,392.7,2.139,11.9,13,7,2.2,camion liviano,52.0,67.7,0,1
ENT-01593,Catamayo,405.8,1.35,58.4,8,8,0.0,camion liviano,101.0,46.0,0,0
ENT-01925,Cariamanga,110.1,0.506,71.0,13,9,0.0,camion pesado,29.0,47.8,1,0
ENT-01767,Zamora,527.1,1.73,21.2,3,9,3.9,camioneta,,42.6,2,1
ENT-02575,Macara,773.7,2.808,5.3,3,10,0.0,camion liviano,,26.5,3,1
ENT-00817,Zamora,105.4,0.342,29.2,5,9,1.8,camion pesado,,44.7,5,1
ENT-01068,Cariamanga,150.8,0.678,28.4,7,8,0.0,camioneta,25.0,19.5,0,0
ENT-02548,Macara,465.7,1.476,51.5,7,8,3.3,camion pesado,74.0,79.2,1,1
ENT-00275,Machala,170.8,0.802,15.2,2,8,0.0,camioneta,66.0,55.0,3,1
ENT-02291,Machala,316.0,1.272,20.4,3,5,6.1,camion liviano,,78.4,0,0
ENT-00866,Machala,156.9,0.651,10.2,3,8,3.6,camion liviano,,42.5,2,1
ENT-00102,Saraguro,233.0,0.729,31.8,11,11,5.8,camioneta,38.0,39.9,1,1
ENT-01502,Saraguro,488.7,2.561,57.6,5,8,4.9,camioneta,,58.0,0,0
ENT-02195,Machala,376.7,1.622,25.7,5,11,2.4,camioneta,58.0,65.4,1,1
ENT-00172,Machala,80.6,0.257,23.6,4,13,5.3,camion liviano,69.0,32.3,0,0
ENT-00108,Loja,587.2,3.299,23.6,8,9,2.9,camion liviano,,60.6,0,0
ENT-01952,Catamayo,495.3,1.782,71.4,5,14,2.3,camion liviano,72.0,38.8,1,1
ENT-01522,Loja ,548.2,2.101,49.7,1,10,3.7,camioneta,4.0,72.6,2,1
ENT-00015,Catamayo,168.8,0.651,16.1,6,7,0.6,camion pesado,22.0,50.7,4,1
ENT-02248,Machala,510.6,2.712,160.5,3,7,15.2,camion liviano,28.0,94.7,0,1
ENT-02185,Saraguro,20.5,0.081,21.2,3,8,0.9,camioneta,19.0,44.5,1,1
ENT-01851,MACARA,249.0,1.56,39.0,1,8,5.0,camion liviano,20.0,52.3,1,1
ENT-02085,Saraguro,352.0,1.22,57.0,4,8,1.1,camion liviano,,47.6,1,1
ENT-02277,Macara,363.6,1.176,35.0,6,7,,camion liviano,33.0,46.4,2,1
ENT-02298,Machala,52.2,0.235,39.1,3,12,3.1,camioneta,32.0,47.3,0,0
ENT-02388,loja,61.5,0.211,54.4,2,9,0.5,camion liviano,,54.1,1,1
ENT-02629,Saraguro,328.9,1.277,23.2,8,9,0.3,camioneta,,35.5,0,0
ENT-01846,Cariamanga,962.2,3.503,24.9,11,8,0.0,camion liviano,45.0,24.4,0,1
ENT-00296,Zamora,482.5,3.42,50.1,3,9,0.5,camioneta,2.0,29.5,0,0
ENT-00713,LOJA,248.9,0.824,59.0,9,8,1.5,camioneta,60.0,28.4,0,0
ENT-00073,Machala,151.0,0.485,152.8,8,12,0.3,camion pesado,15.0,24.1,1,1
ENT-02045,Macara,273.9,1.098,18.9,8,9,,camioneta,,59.3,0,0
ENT-02317,Loja,73.6,0.3,46.0,2,5,2.6,camion liviano,,89.1,2,1
ENT-02615,Zamora,150.5,0.63,29.4,2,5,4.9,camion pesado,18.0,80.7,2,1
ENT-02943,Saraguro,424.5,1.7,45.6,2,11,0.0,camion liviano,86.0,13.9,0,0
ENT-00482,Lója,159.8,0.766,33.3,3,8,2.2,camioneta,,85.4,0,0
ENT-02264,Machala,235.4,1.468,8.0,7,9,1.0,camion pesado,98.0,54.6,1,0
ENT-01531,machala,261.7,1.641,26.0,3,8,2.4,camion pesado,156.0,44.9,2,1
ENT-02607,Macara,139.3,0.726,16.0,4,13,2.2,camion pesado,36.0,26.7,0,0
ENT-01515,Loja,192.6,0.848,62.9,1,7,8.7,camion liviano,2.0,37.7,3,1
ENT-02739,Zamora,305.8,1.166,75.0,15,12,0.6,camioneta,44.0,57.9,1,1
ENT-01763,Cariamanga,107.4,0.506,89.1,3,10,1.7,camioneta,10.0,59.9,0,0
ENT-01491,Cariamanga,184.9,0.838,53.8,4,10,0.0,camion liviano,135.0,82.0,0,1
ENT-01172,LOJA,495.4,1.755,12.9,4,9,1.6,camion liviano,178.0,23.4,0,0
ENT-02501,Saraguro,1176.4,6.917,82.8,2,12,0.0,camion pesado,,32.7,1,1
ENT-01916,Saraguro,251.9,1.25,10.2,3,8,2.3,camion liviano,74.0,17.5,0,0
ENT-02594,Macara,208.5,0.734,42.3,7,13,0.0,camion pesado,,29.2,1,1
ENT-02118,Cariamanga,307.5,1.299,47.4,2,7,3.2,camion pesado,21.0,49.6,0,0
ENT-02284,Machala,246.4,1.218,48.2,6,99,0.0,camion liviano,92.0,48.6,0,0
ENT-02319,Catamayo,483.1,2.745,23.8,2,6,1.3,camioneta,,11.5,0,0
ENT-00406,Loja,237.8,1.528,22.3,3,9,1.4,camioneta,85.0,80.8,1,1
