id_cliente,canton,tipo_negocio,antiguedad_meses,frecuencia_pedidos_mes,ticket_promedio,sku_distintos,distancia_bodega_km,descuento_promedio,ventas_trimestre,recompra_90d,segmento
AND-0599,Catamayo,tienda de barrio,14,16,182.82,146,8.4,9.2,7641.39,1,mayorista
AND-0600,Machala,restaurante,9,9,43.59,44,13.5,9.3,1070.35,0,minimarket
AND-0601,Loja,tienda de barrio,20,6,14.28,19,50.0,1.2,242.71,0,barrio
AND-0602,Catamayo,minimarket,59,7,53.28,64,37.9,3.1,1073.53,0,minimarket
AND-0603,Zamora,panaderia,67,18,160.68,126,13.6,13.5,6639.53,1,mayorista
AND-0604,Catamayo,tienda de barrio,15,9,66.19,48,67.0,6.6,1605.65,1,minimarket
AND-0605,Machala,tienda de barrio,28,19,171.61,139,18.5,6.4,10184.08,1,mayorista
AND-0606,Loja,minimarket,33,10,102.05,66,10.1,4.3,2523.52,1,minimarket
AND-0607,Loja,tienda de barrio,23,12,49.8,73,25.6,2.8,1693.47,1,minimarket
AND-0608,Cariamanga,tienda de barrio,51,6,18.29,29,55.4,2.6,338.57,0,barrio
AND-0609,Saraguro,tienda de barrio,20,10,41.36,61,48.4,9.2,1081.16,1,minimarket
AND-0610,Machala,panaderia,18,5,26.2,13,10.6,11.3,392.99,1,barrio
AND-0611,Catamayo,tienda de barrio,16,10,70.36,47,6.9,1.9,1719.42,0,minimarket
AND-0612,Loja,tienda de barrio,23,11,58.71,54,14.6,6.8,2117.76,0,minimarket
AND-0613,Loja,restaurante,3,15,156.15,145,28.8,8.6,7125.23,1,mayorista
AND-0614,Catamayo,panaderia,23,16,219.96,144,34.5,4.9,10434.34,1,mayorista
AND-0615,Cariamanga,minimarket,29,5,14.06,5,43.9,9.7,235.0,0,barrio
AND-0616,Loja,minimarket,30,14,75.87,51,22.4,17.0,2853.37,0,minimarket
AND-0617,Saraguro,tienda de barrio,14,10,65.72,74,22.9,11.6,1738.26,1,minimarket
AND-0618,Machala,tienda de barrio,29,8,18.38,23,21.8,7.4,512.28,0,barrio
AND-0619,Catamayo,tienda de barrio,29,6,10.53,5,40.1,9.3,232.17,0,barrio
AND-0620,Cariamanga,tienda de barrio,29,6,14.5,50,34.9,20.4,219.79,0,barrio
AND-0621,Loja,tienda de barrio,41,8,63.98,60,10.3,9.4,1458.28,1,minimarket
AND-0622,Zamora,minimarket,13,5,23.5,27,32.0,9.2,389.51,0,barrio
AND-0623,Loja,tienda de barrio,23,16,268.04,145,38.3,6.5,12417.48,1,mayorista
AND-0624,Cariamanga,tienda de barrio,8,9,12.68,18,40.4,3.6,364.75,1,barrio
AND-0625,Loja,panaderia,39,16,224.4,131,24.8,0.7,11889.22,1,mayorista
AND-0626,Loja,tienda de barrio,15,8,22.51,47,23.8,7.0,488.64,0,barrio
AND-0627,Loja,minimarket,45,11,38.19,72,19.2,6.9,1295.55,1,minimarket
AND-0628,Loja,tienda de barrio,46,9,17.97,32,20.7,7.9,470.07,0,barrio
AND-0629,Machala,minimarket,24,10,58.42,67,60.3,1.8,1485.81,0,minimarket
AND-0630,Loja,tienda de barrio,24,14,51.48,48,21.3,4.5,1868.23,1,minimarket
AND-0631,Machala,tienda de barrio,10,15,139.72,155,11.0,10.9,5533.97,1,mayorista
AND-0632,Saraguro,panaderia,27,9,51.2,50,25.2,8.1,1511.16,0,minimarket
AND-0633,Loja,tienda de barrio,41,4,16.75,25,34.0,12.3,216.98,1,barrio
AND-0634,Catamayo,tienda de barrio,31,10,17.42,5,39.3,28.0,514.07,1,barrio
AND-0635,Loja,tienda de barrio,55,7,15.9,5,8.3,7.1,343.91,0,barrio
AND-0636,Zamora,tienda de barrio,21,5,16.33,26,52.3,6.2,252.29,0,barrio
AND-0637,Loja,tienda de barrio,21,12,54.52,50,33.1,8.9,1965.18,1,minimarket
AND-0638,Machala,minimarket,15,11,60.62,36,50.4,8.9,2037.11,0,minimarket
AND-0639,Loja,minimarket,74,13,51.44,66,5.7,10.2,2050.33,1,minimarket
AND-0640,Loja,minimarket,10,8,50.26,85,41.5,7.0,977.89,0,minimarket
AND-0641,Loja,panaderia,40,10,56.13,77,7.9,19.5,1405.54,1,minimarket
AND-0642,Macara,tienda de barrio,42,9,36.04,57,16.0,8.0,825.06,1,minimarket
AND-0643,Saraguro,restaurante,41,3,19.99,22,33.9,25.9,187.06,1,barrio
AND-0644,Machala,tienda de barrio,16,8,18.0,33,7.2,7.5,520.19,1,barrio
AND-0645,Catamayo,tienda de barrio,12,10,55.48,73,12.8,4.5,1233.71,1,minimarket
AND-0646,Loja,minimarket,24,11,67.94,56,5.6,4.0,2705.53,0,minimarket
AND-0647,Zamora,minimarket,36,10,11.71,22,33.2,10.6,340.8,0,barrio
AND-0648,Cariamanga,tienda de barrio,18,5,11.66,26,10.1,5.0,195.67,0,barrio
AND-0649,Zamora,restaurante,22,9,58.41,67,20.2,11.8,1607.95,1,minimarket
AND-0650,Catamayo,restaurante,19,6,17.97,20,27.0,3.7,384.52,1,barrio
AND-0651,Macara,tienda de barrio,28,8,18.69,21,25.0,2.4,456.7,1,barrio
AND-0652,Loja,minimarket,27,15,189.7,157,23.3,2.3,7086.68,1,mayorista
AND-0653,Machala,panaderia,60,9,63.66,75,23.3,15.9,1591.69,1,minimarket
AND-0654,Loja,restaurante,37,8,22.1,28,6.0,2.5,561.72,0,barrio
AND-0655,Zamora,minimarket,12,11,61.18,81,16.7,14.9,1850.55,1,minimarket
AND-0656,Loja,tienda de barrio,13,3,17.0,17,23.2,8.8,161.02,1,barrio
AND-0657,Zamora,minimarket,40,8,34.59,79,21.3,13.4,780.68,0,minimarket
AND-0658,Machala,tienda de barrio,27,8,21.32,29,18.2,18.9,439.14,1,barrio
AND-0659,Machala,minimarket,72,11,71.96,99,11.3,4.6,2025.54,1,minimarket
AND-0660,Saraguro,minimarket,71,5,20.74,8,24.6,10.4,283.82,1,barrio
AND-0661,Catamayo,minimarket,15,6,14.83,14,28.0,10.6,262.96,0,barrio
AND-0662,Zamora,tienda de barrio,32,16,243.55,145,14.3,18.5,8416.84,1,mayorista
AND-0663,Cariamanga,tienda de barrio,13,7,21.75,27,39.5,1.1,410.96,0,barrio
AND-0664,Cariamanga,minimarket,40,4,25.36,45,53.0,3.8,231.32,0,barrio
AND-0665,Loja,tienda de barrio,64,5,14.84,14,20.5,4.5,201.88,0,barrio
AND-0666,Catamayo,tienda de barrio,29,10,52.33,71,10.5,8.5,1774.33,0,minimarket
AND-0667,Catamayo,tienda de barrio,21,10,64.83,74,7.1,22.4,1523.37,1,minimarket
AND-0668,Cariamanga,panaderia,34,17,212.67,148,15.8,14.8,11207.86,1,mayorista
AND-0669,Loja,tienda de barrio,44,4,14.08,10,19.4,5.7,239.33,0,barrio
AND-0670,Catamayo,minimarket,44,7,19.72,39,6.8,11.1,478.9,0,barrio
AND-0671,Zamora,tienda de barrio,21,8,20.44,37,15.4,11.8,476.5,0,barrio
AND-0672,Saraguro,panaderia,18,11,56.07,67,38.1,9.1,1996.35,1,minimarket
AND-0673,Machala,tienda de barrio,31,16,220.39,142,2.3,13.1,8407.19,1,mayorista
AND-0674,Loja,tienda de barrio,22,10,51.96,63,21.5,7.0,1236.25,1,minimarket
AND-0675,Catamayo,tienda de barrio,51,9,76.14,59,12.8,17.4,1925.37,1,minimarket
AND-0676,Saraguro,tienda de barrio,22,6,14.76,30,19.9,2.7,276.9,1,barrio
AND-0677,Catamayo,panaderia,28,18,184.55,140,54.9,7.6,11153.52,1,mayorista
AND-0678,Macara,minimarket,33,6,18.04,12,19.2,18.8,279.77,1,barrio
AND-0679,Loja,panaderia,11,5,21.84,9,17.1,20.2,309.84,1,barrio
AND-0680,Saraguro,minimarket,19,5,12.95,13,31.8,12.7,188.62,1,barrio
AND-0681,Loja,panaderia,70,6,13.49,25,24.8,14.0,225.85,1,barrio
AND-0682,Cariamanga,restaurante,43,5,11.5,22,21.6,20.2,157.61,0,barrio
AND-0683,Zamora,minimarket,22,7,18.13,25,25.5,21.2,312.91,1,barrio
AND-0684,Loja,tienda de barrio,40,7,14.07,28,45.2,8.8,296.04,0,barrio
AND-0685,Catamayo,tienda de barrio,51,11,50.54,52,36.4,5.0,1677.75,0,minimarket
AND-0686,Saraguro,minimarket,24,8,20.82,40,16.2,5.8,461.37,1,barrio
AND-0687,Macara,panaderia,42,8,15.63,19,53.0,17.2,381.97,1,barrio
AND-0688,Loja,minimarket,39,15,220.96,135,13.4,2.9,11237.88,1,mayorista
AND-0689,Catamayo,tienda de barrio,13,9,51.49,66,21.5,14.1,1435.87,1,minimarket
AND-0690,Zamora,minimarket,24,6,20.87,5,23.4,16.5,307.23,0,barrio
AND-0691,Saraguro,tienda de barrio,61,5,19.98,13,15.6,5.7,296.95,0,barrio
AND-0692,Macara,tienda de barrio,69,14,180.35,152,49.3,3.4,6640.35,1,mayorista
AND-0693,Catamayo,panaderia,43,5,17.34,5,15.0,13.7,249.51,1,barrio
AND-0694,Machala,minimarket,19,5,22.65,35,18.1,2.6,298.92,0,barrio
AND-0695,Loja,tienda de barrio,5,15,228.98,158,40.1,10.2,11687.88,1,mayorista
AND-0696,Loja,tienda de barrio,17,5,13.24,18,13.8,12.0,209.74,0,barrio
AND-0697,Saraguro,minimarket,12,12,63.53,64,6.5,8.8,2566.99,0,minimarket
AND-0698,Saraguro,tienda de barrio,63,10,43.32,73,22.0,13.3,1413.79,1,minimarket
AND-0699,Cariamanga,tienda de barrio,8,14,75.04,54,8.4,16.7,2847.3,1,minimarket
AND-0700,Loja,minimarket,13,6,22.55,32,7.6,4.3,377.7,0,barrio
AND-0701,Loja,minimarket,30,6,19.19,14,2.4,14.3,409.37,0,barrio
AND-0702,Macara,tienda de barrio,27,6,18.63,16,2.8,5.8,320.9,1,barrio
AND-0703,Loja,minimarket,59,6,17.19,12,3.1,11.7,247.78,0,barrio
AND-0704,Macara,minimarket,37,17,243.81,144,57.7,4.2,13945.33,1,mayorista
AND-0705,Cariamanga,tienda de barrio,25,9,16.59,36,3.0,8.6,441.29,1,barrio
AND-0706,Loja,tienda de barrio,52,9,57.93,58,8.3,6.1,1857.72,0,minimarket
AND-0707,Macara,tienda de barrio,21,11,66.63,45,18.3,11.7,2167.23,1,minimarket
AND-0708,Machala,tienda de barrio,62,10,48.61,47,30.8,7.7,1411.44,1,minimarket
AND-0709,Zamora,panaderia,16,3,15.72,27,33.0,8.8,166.69,0,barrio
AND-0710,Loja,tienda de barrio,3,7,13.84,44,10.5,12.3,226.7,1,barrio
AND-0711,Saraguro,restaurante,26,18,166.16,145,21.2,19.0,7707.53,1,mayorista
AND-0712,Machala,tienda de barrio,6,9,36.78,55,17.9,13.3,839.6,0,minimarket
AND-0713,Cariamanga,minimarket,44,10,64.58,69,20.3,9.0,1406.01,1,minimarket
AND-0714,Loja,minimarket,29,13,312.65,137,22.4,7.6,13259.8,0,mayorista
AND-0715,Loja,panaderia,62,8,75.26,55,26.9,2.0,1667.06,0,minimarket
AND-0716,Macara,restaurante,23,8,12.59,10,12.6,5.7,332.45,0,barrio
AND-0717,Zamora,tienda de barrio,10,9,64.51,77,15.1,18.6,1701.07,1,minimarket
AND-0718,Machala,tienda de barrio,35,4,24.61,5,76.6,17.5,298.06,0,barrio
AND-0719,Machala,restaurante,19,10,49.74,70,13.2,12.8,1337.18,0,minimarket
AND-0720,Loja,restaurante,41,15,214.74,134,21.5,2.9,8651.79,1,mayorista
AND-0721,Cariamanga,restaurante,16,5,11.57,17,18.0,3.3,173.36,0,barrio
AND-0722,Loja,tienda de barrio,56,7,19.09,42,20.9,4.9,443.26,0,barrio
AND-0723,Loja,tienda de barrio,28,4,14.24,13,40.8,28.0,151.48,0,barrio
AND-0724,Loja,tienda de barrio,25,15,219.43,132,17.2,2.2,8936.92,0,mayorista
AND-0725,Machala,panaderia,54,6,12.77,20,7.3,15.2,185.19,1,barrio
AND-0726,Loja,tienda de barrio,45,8,20.28,27,12.4,7.8,484.82,0,barrio
AND-0727,Saraguro,tienda de barrio,17,8,22.55,17,17.3,7.5,489.06,0,barrio
AND-0728,Catamayo,minimarket,44,5,15.15,5,22.9,11.2,215.44,1,barrio
AND-0729,Loja,tienda de barrio,39,7,14.02,12,10.5,2.9,282.24,0,barrio
AND-0730,Saraguro,panaderia,26,5,11.2,37,11.5,4.8,155.64,0,barrio
AND-0731,Loja,tienda de barrio,42,9,16.98,23,23.5,10.4,457.26,0,barrio
AND-0732,Catamayo,panaderia,56,4,15.84,27,24.1,8.4,197.69,0,barrio
AND-0733,Saraguro,tienda de barrio,26,8,12.8,19,37.0,15.2,373.44,0,barrio
AND-0734,Zamora,minimarket,26,5,19.89,14,12.3,6.3,321.27,0,barrio
AND-0735,Macara,minimarket,25,9,16.3,42,28.8,26.0,487.27,1,barrio
AND-0736,Zamora,tienda de barrio,17,11,43.41,58,18.0,7.8,1249.28,1,minimarket
AND-0737,Catamayo,tienda de barrio,26,4,15.93,17,13.7,10.9,148.73,0,barrio
AND-0738,Loja,panaderia,24,5,22.78,35,18.5,3.5,336.47,1,barrio
AND-0739,Catamayo,minimarket,23,7,20.55,13,20.5,5.4,472.45,0,barrio
AND-0740,Machala,tienda de barrio,23,8,17.49,15,6.6,15.3,432.76,0,barrio
AND-0741,Loja,minimarket,13,6,20.63,22,7.1,8.4,420.63,1,barrio
AND-0742,Loja,tienda de barrio,47,6,13.94,22,31.5,9.8,173.64,0,barrio
AND-0743,Machala,tienda de barrio,19,11,55.39,63,14.8,27.7,1922.04,1,minimarket
AND-0744,Machala,tienda de barrio,57,6,18.59,47,23.1,8.9,337.57,1,barrio
AND-0745,Loja,tienda de barrio,15,4,16.23,26,30.9,6.5,155.36,0,barrio
AND-0746,Zamora,tienda de barrio,64,5,19.81,5,18.6,20.6,300.59,0,barrio
AND-0747,Catamayo,tienda de barrio,22,6,15.16,26,29.1,10.7,267.48,0,barrio
AND-0748,Saraguro,tienda de barrio,44,8,20.14,22,20.6,14.4,479.79,1,barrio
AND-0749,Saraguro,tienda de barrio,29,13,62.1,61,21.3,6.8,2685.68,1,minimarket
AND-0750,Machala,minimarket,12,11,28.95,63,43.0,6.4,985.44,1,minimarket
AND-0751,Loja,minimarket,12,6,23.39,22,17.1,2.7,344.05,0,barrio
AND-0752,Zamora,tienda de barrio,18,7,9.21,21,31.8,5.8,185.61,0,barrio
AND-0753,Loja,tienda de barrio,21,5,15.72,29,5.5,13.1,181.45,0,barrio
AND-0754,Cariamanga,minimarket,27,6,22.55,15,22.5,20.6,406.64,1,barrio
AND-0755,Cariamanga,minimarket,33,9,51.29,49,50.4,18.3,1543.93,1,minimarket
AND-0756,Zamora,panaderia,25,4,13.04,58,80.2,0.7,132.8,0,barrio
AND-0757,Machala,tienda de barrio,32,7,14.15,13,5.8,2.4,269.8,0,barrio
AND-0758,Zamora,tienda de barrio,35,16,263.23,141,14.8,1.9,11183.41,1,mayorista
AND-0759,Macara,tienda de barrio,24,7,11.79,5,8.6,13.2,221.55,0,barrio
AND-0760,Loja,minimarket,39,7,23.08,23,17.6,11.3,489.15,0,barrio
AND-0761,Machala,tienda de barrio,44,10,54.34,49,35.4,8.2,1490.42,1,minimarket
AND-0762,Catamayo,tienda de barrio,35,7,13.85,17,44.1,5.4,310.02,1,barrio
AND-0763,Catamayo,tienda de barrio,36,6,15.83,35,45.0,6.9,318.58,1,barrio
AND-0764,Saraguro,minimarket,30,7,14.39,28,5.3,7.0,339.34,0,barrio
AND-0765,Catamayo,tienda de barrio,50,15,254.09,147,20.1,3.2,9765.43,1,mayorista
AND-0766,Cariamanga,minimarket,27,7,21.15,5,12.0,27.9,474.76,1,barrio
AND-0767,Catamayo,tienda de barrio,18,7,12.33,44,16.8,8.0,303.66,0,barrio
AND-0768,Loja,tienda de barrio,27,5,16.47,8,13.5,3.6,298.12,0,barrio
AND-0769,Machala,tienda de barrio,12,6,14.89,40,5.6,6.7,255.81,0,barrio
AND-0770,Machala,restaurante,11,9,73.11,72,44.3,12.1,1706.85,1,minimarket
AND-0771,Saraguro,tienda de barrio,44,5,13.37,29,10.6,13.2,167.5,1,barrio
AND-0772,Machala,tienda de barrio,58,8,78.28,50,12.2,4.0,1602.97,0,minimarket
AND-0773,Catamayo,panaderia,22,12,54.6,62,50.6,7.0,1915.59,1,minimarket
AND-0774,Catamayo,tienda de barrio,44,12,42.59,54,4.6,20.7,1575.61,0,minimarket
AND-0775,Machala,tienda de barrio,8,7,15.51,22,26.6,9.2,372.35,1,barrio
AND-0776,Cariamanga,tienda de barrio,7,13,46.11,57,38.8,11.8,1611.66,0,minimarket
AND-0777,Zamora,minimarket,50,10,41.55,36,48.0,6.0,1211.63,0,minimarket
AND-0778,Catamayo,tienda de barrio,35,11,18.38,35,25.4,2.4,592.86,1,barrio
AND-0779,Catamayo,panaderia,27,10,41.98,59,32.2,8.7,1120.77,0,minimarket
AND-0780,Loja,panaderia,63,10,34.04,54,38.8,11.4,1074.43,1,minimarket
AND-0781,Machala,minimarket,25,5,16.56,15,17.8,11.0,249.38,0,barrio
AND-0782,Loja,tienda de barrio,14,17,141.24,144,9.3,6.5,7153.85,1,mayorista
AND-0783,Saraguro,panaderia,10,7,15.25,11,53.1,1.0,334.23,0,barrio
AND-0784,Loja,panaderia,27,10,45.03,33,29.9,9.8,1408.27,0,minimarket
AND-0785,Cariamanga,panaderia,30,19,173.37,145,20.1,16.3,10021.04,1,mayorista
AND-0786,Catamayo,tienda de barrio,24,6,27.95,28,5.9,3.0,445.94,0,barrio
AND-0787,Zamora,minimarket,45,10,55.69,58,1.8,8.6,1815.08,0,minimarket
AND-0788,Saraguro,minimarket,55,5,19.0,8,26.3,23.3,268.22,0,barrio
AND-0789,Loja,restaurante,22,11,37.21,61,1.6,21.9,1062.73,1,minimarket
AND-0790,Loja,tienda de barrio,8,10,47.63,42,20.0,24.4,1334.84,0,minimarket
AND-0791,Loja,panaderia,32,5,18.87,10,11.0,9.9,284.74,0,barrio
AND-0792,Macara,minimarket,50,5,14.37,13,13.4,11.4,237.22,1,barrio
AND-0793,Zamora,panaderia,22,10,21.98,32,45.3,28.0,513.57,1,barrio
AND-0794,Catamayo,minimarket,36,6,13.82,18,11.1,20.5,272.22,1,barrio
AND-0795,Saraguro,panaderia,14,4,16.9,17,20.7,8.5,196.76,0,barrio
AND-0796,Loja,tienda de barrio,32,5,15.82,45,11.2,5.7,217.32,0,barrio
AND-0797,Machala,tienda de barrio,37,6,18.66,26,24.5,2.9,309.75,0,barrio
AND-0798,Machala,tienda de barrio,32,7,15.63,26,22.1,12.9,273.87,1,barrio
AND-0799,Zamora,panaderia,72,11,51.82,56,20.0,7.4,1324.9,1,minimarket
AND-0800,Loja,tienda de barrio,58,11,52.22,53,38.9,11.0,1802.28,1,minimarket
AND-0801,Catamayo,minimarket,40,9,46.79,34,4.6,19.0,1514.95,1,minimarket
AND-0802,Machala,restaurante,48,7,20.03,34,3.4,4.7,334.7,0,barrio
AND-0803,Loja,restaurante,31,15,221.31,145,6.9,9.3,8486.62,1,mayorista
AND-0804,Macara,minimarket,26,9,53.94,58,22.2,1.3,1597.83,1,minimarket
AND-0805,Machala,panaderia,21,5,16.37,20,27.6,10.6,234.15,0,barrio
AND-0806,Zamora,tienda de barrio,13,4,21.45,31,0.5,10.7,275.09,0,barrio
AND-0807,Cariamanga,tienda de barrio,59,12,52.22,41,27.3,9.0,1791.0,0,minimarket
AND-0808,Saraguro,minimarket,73,7,16.83,15,15.1,22.7,299.12,0,barrio
AND-0809,Machala,panaderia,28,8,18.42,8,54.0,5.1,420.87,0,barrio
AND-0810,Catamayo,tienda de barrio,28,16,305.01,161,25.9,15.5,10101.18,1,mayorista
AND-0811,Machala,tienda de barrio,38,7,13.4,33,49.9,5.1,237.77,1,barrio
AND-0812,Catamayo,minimarket,25,3,21.32,5,43.8,11.5,207.45,0,barrio
AND-0813,Zamora,tienda de barrio,14,17,138.46,122,15.1,1.6,8194.19,0,mayorista
AND-0814,Machala,panaderia,12,10,57.69,58,35.5,15.7,1952.37,1,minimarket
AND-0815,Saraguro,tienda de barrio,72,7,25.45,16,15.0,28.0,505.02,1,barrio
AND-0816,Loja,panaderia,9,17,233.83,124,58.4,5.5,8705.85,1,mayorista
AND-0817,Loja,tienda de barrio,33,14,218.03,163,16.2,6.5,8220.89,1,mayorista
AND-0818,Zamora,panaderia,10,4,15.91,26,28.5,3.0,224.18,0,barrio
AND-0819,Cariamanga,minimarket,26,9,55.38,66,65.7,15.3,1737.85,0,minimarket
AND-0820,Loja,tienda de barrio,22,7,17.03,14,29.4,11.4,408.22,0,barrio
AND-0821,Machala,tienda de barrio,11,7,15.14,31,13.8,8.6,298.13,1,barrio
AND-0822,Machala,restaurante,38,8,51.6,55,6.2,15.6,982.25,1,minimarket
AND-0823,Machala,tienda de barrio,14,4,18.8,19,4.7,7.9,217.59,0,barrio
AND-0824,Cariamanga,minimarket,10,9,46.46,67,27.2,17.6,1171.76,0,minimarket
AND-0825,Machala,tienda de barrio,41,9,46.06,40,18.5,8.3,1475.66,1,minimarket
AND-0826,Machala,panaderia,22,4,13.34,41,7.1,25.7,148.59,0,barrio
AND-0827,Loja,tienda de barrio,17,8,59.94,62,32.9,3.0,1425.05,1,minimarket
AND-0828,Machala,minimarket,42,5,20.29,37,32.6,8.6,297.11,0,barrio
AND-0829,Saraguro,minimarket,13,16,220.98,127,18.2,13.4,10597.15,1,mayorista
AND-0830,Machala,tienda de barrio,8,4,22.26,11,51.4,19.0,268.61,1,barrio
AND-0831,Zamora,tienda de barrio,53,10,56.07,46,3.8,6.1,1494.98,1,minimarket
AND-0832,Cariamanga,panaderia,67,12,59.95,63,14.3,11.8,1795.6,1,minimarket
AND-0833,Loja,minimarket,25,4,19.24,23,29.3,5.8,269.75,0,barrio
AND-0834,Loja,restaurante,3,10,53.9,54,7.9,18.6,1212.9,1,minimarket
AND-0835,Loja,panaderia,25,12,48.94,48,35.2,6.2,2127.89,1,minimarket
AND-0836,Macara,minimarket,43,9,89.52,45,42.4,11.9,1799.13,0,minimarket
AND-0837,Machala,minimarket,50,9,49.79,59,1.0,6.7,1213.85,1,minimarket
AND-0838,Loja,restaurante,14,18,181.38,134,52.5,6.5,10835.7,1,mayorista
AND-0839,Loja,minimarket,23,6,19.8,14,28.1,9.7,343.12,0,barrio
AND-0840,Macara,tienda de barrio,31,8,19.03,41,12.9,22.6,351.42,1,barrio
AND-0841,Loja,panaderia,42,7,13.21,21,5.1,13.4,278.11,0,barrio
AND-0842,Loja,restaurante,40,9,70.41,75,38.4,10.4,1840.99,0,minimarket
AND-0843,Loja,tienda de barrio,36,7,17.63,16,6.7,9.1,347.38,0,barrio
AND-0844,Cariamanga,tienda de barrio,50,7,14.1,25,28.0,4.0,268.83,0,barrio
AND-0845,Cariamanga,minimarket,26,8,23.38,21,7.0,2.4,553.44,0,barrio
AND-0846,Machala,panaderia,59,15,240.99,120,19.6,5.6,9837.87,1,mayorista
AND-0847,Loja,tienda de barrio,19,6,13.63,39,37.3,17.4,314.15,0,barrio
AND-0848,Loja,panaderia,40,10,81.31,58,13.1,4.7,2321.62,1,minimarket
AND-0849,Zamora,minimarket,21,7,20.81,31,52.3,8.4,402.83,0,barrio
AND-0850,Machala,tienda de barrio,25,14,209.53,131,29.8,11.6,7835.99,1,mayorista
AND-0851,Catamayo,minimarket,28,8,25.54,20,7.9,11.9,736.9,0,barrio
AND-0852,Machala,tienda de barrio,20,7,18.64,12,5.5,13.4,300.02,1,barrio
AND-0853,Zamora,panaderia,51,8,54.66,75,10.0,7.2,1336.53,0,minimarket
AND-0854,Machala,tienda de barrio,22,18,181.61,144,18.9,9.7,9151.9,1,mayorista
AND-0855,Catamayo,panaderia,27,10,20.46,26,55.6,6.1,498.14,1,barrio
AND-0856,Loja,tienda de barrio,37,8,19.99,38,62.7,8.4,417.37,0,barrio
AND-0857,Loja,restaurante,89,12,55.18,74,12.6,5.6,2025.46,1,minimarket
AND-0858,Zamora,panaderia,38,16,176.5,149,12.3,11.9,7224.99,0,mayorista
AND-0859,Machala,tienda de barrio,28,3,18.52,5,33.4,13.0,163.78,0,barrio
AND-0860,Catamayo,restaurante,7,3,17.73,14,33.2,13.0,189.8,0,barrio
AND-0861,Loja,tienda de barrio,25,10,41.02,48,46.8,3.5,1241.26,0,minimarket
AND-0862,Loja,minimarket,18,9,39.79,69,47.7,8.7,859.6,0,minimarket
AND-0863,Cariamanga,restaurante,23,9,62.28,62,9.4,5.3,1475.57,0,minimarket
AND-0864,Machala,restaurante,21,10,31.03,43,4.4,5.1,879.4,0,minimarket
AND-0865,Catamayo,minimarket,37,7,18.83,20,30.1,4.1,371.77,1,barrio
AND-0866,Cariamanga,restaurante,25,14,189.03,122,23.1,12.8,7699.06,0,mayorista
AND-0867,Saraguro,tienda de barrio,16,9,73.34,59,2.3,15.3,1940.91,0,minimarket
AND-0868,Machala,tienda de barrio,44,12,49.34,40,4.3,4.9,2182.44,1,minimarket
AND-0869,Zamora,tienda de barrio,12,4,20.81,28,29.1,5.5,244.32,0,barrio
AND-0870,Loja,tienda de barrio,28,7,16.49,27,17.6,20.5,274.61,0,barrio
AND-0871,Macara,minimarket,25,9,56.39,83,29.5,2.2,1753.95,0,minimarket
AND-0872,Zamora,tienda de barrio,33,7,21.17,32,7.4,5.2,513.42,1,barrio
AND-0873,Machala,minimarket,50,18,189.68,135,31.1,8.9,10195.58,1,mayorista
AND-0874,Cariamanga,tienda de barrio,96,7,22.41,32,25.2,8.9,440.17,0,barrio
AND-0875,Loja,tienda de barrio,28,11,44.2,43,32.7,28.0,1411.23,1,minimarket
AND-0876,Saraguro,panaderia,18,14,224.06,128,13.4,6.9,8912.82,1,mayorista
AND-0877,Cariamanga,tienda de barrio,17,8,22.05,26,11.1,6.9,394.35,0,barrio
AND-0878,Loja,minimarket,17,5,20.81,5,5.1,12.7,319.47,1,barrio
AND-0879,Machala,panaderia,33,10,83.84,60,15.3,10.3,2712.64,0,minimarket
AND-0880,Loja,minimarket,6,10,46.5,48,41.2,1.5,1672.72,1,minimarket
AND-0881,Machala,restaurante,12,7,13.29,23,49.1,6.7,247.26,0,barrio
AND-0882,Catamayo,restaurante,33,11,44.19,47,6.8,9.8,1445.18,0,minimarket
AND-0883,Loja,tienda de barrio,46,15,242.84,145,18.9,20.6,10391.4,1,mayorista
AND-0884,Saraguro,minimarket,46,4,20.08,22,56.2,5.3,238.68,0,barrio
AND-0885,Cariamanga,tienda de barrio,29,7,18.41,39,61.3,6.5,382.62,0,barrio
AND-0886,Machala,tienda de barrio,42,6,14.06,22,14.8,14.8,239.83,1,barrio
AND-0887,Saraguro,minimarket,50,8,21.31,13,43.7,3.1,519.45,0,barrio
AND-0888,Loja,minimarket,22,6,13.75,19,38.7,10.0,262.04,0,barrio
AND-0889,Machala,panaderia,48,4,23.23,6,36.6,3.8,321.91,0,barrio
AND-0890,Cariamanga,minimarket,9,12,103.13,65,3.7,13.8,3186.41,1,minimarket
AND-0891,Loja,panaderia,12,5,19.51,29,12.0,3.5,282.32,0,barrio
AND-0892,Machala,minimarket,22,17,238.74,170,17.3,10.8,11046.13,1,mayorista
AND-0893,Loja,tienda de barrio,9,5,16.15,15,16.9,2.2,223.17,0,barrio
AND-0894,Loja,tienda de barrio,38,9,12.09,19,18.7,2.4,262.13,1,barrio
AND-0895,Saraguro,minimarket,20,9,48.17,53,65.7,19.0,1209.35,1,minimarket
AND-0896,Cariamanga,minimarket,25,15,165.12,143,15.2,3.9,7789.51,1,mayorista
AND-0897,Saraguro,tienda de barrio,26,6,13.09,27,26.1,8.9,223.01,0,barrio
AND-0898,Machala,tienda de barrio,22,4,26.29,21,25.4,11.5,301.18,0,barrio
