rotacion_semanal,cobertura_dias,plazo_proveedor_dias,surtido_local,en_promocion,indice_estacional,distancia_bodega_km,quiebres_previos_12s,quiebre_stock
12.4,10.2,6,46,0,1.019,40.2,0,0
45.5,21.9,6,92,0,0.913,28.9,1,0
31.4,24.0,2,74,1,1.136,25.5,0,1
27.6,10.0,6,48,0,1.329,25.8,2,0
25.4,10.3,14,98,0,1.27,11.8,0,1
4.3,15.2,23,72,1,0.853,8.1,3,1
27.1,36.7,2,78,0,1.12,52.7,0,1
17.1,26.8,14,70,0,0.998,66.1,0,0
13.7,9.1,2,70,1,1.144,41.6,1,0
56.4,8.9,5,73,0,0.786,6.4,0,0
32.1,13.9,5,115,0,1.286,38.1,1,1
11.7,31.7,7,100,0,1.269,67.0,0,1
29.3,13.4,9,110,0,1.128,49.1,0,0
19.4,26.0,1,5,0,0.766,13.8,1,1
14.1,27.4,13,85,0,1.332,49.6,0,0
15.4,13.6,3,34,0,1.185,15.9,1,0
31.3,5.7,2,76,0,0.912,29.9,0,0
46.8,4.7,26,110,0,1.145,61.1,1,1
20.8,8.5,10,33,0,1.026,59.5,0,0
34.1,23.0,7,78,0,1.154,6.8,1,0
23.8,18.1,2,51,0,1.103,36.6,1,0
16.0,2.7,23,104,1,0.851,27.7,1,1
10.4,18.1,9,77,0,1.022,22.4,3,0
17.3,4.9,7,59,0,1.078,8.8,1,0
18.5,2.4,17,62,0,1.029,33.9,1,1
6.5,18.9,2,80,1,1.079,13.2,1,0
45.4,14.8,7,129,0,0.73,76.2,0,0
46.2,32.0,15,79,0,1.323,5.4,1,0
26.3,13.0,16,87,0,0.972,14.5,0,0
52.3,15.9,16,103,0,1.165,25.3,0,0
12.1,11.9,8,64,0,1.109,29.9,1,0
9.7,13.5,3,36,0,1.339,2.8,2,1
32.6,22.6,8,74,0,1.294,88.9,1,1
14.8,7.7,12,101,1,1.239,22.8,0,1
60.3,12.5,17,67,0,1.096,14.5,2,1
23.6,22.0,15,35,1,1.06,14.4,0,0
41.4,29.4,8,93,1,0.943,22.2,0,0
15.0,22.1,14,130,0,0.941,56.2,2,0
15.0,11.9,9,72,0,0.816,7.0,3,0
35.2,5.3,9,43,0,0.946,31.4,0,1
18.7,10.4,5,106,0,1.246,14.2,0,0
20.1,21.1,7,102,0,1.094,11.2,1,0
12.9,5.2,6,90,0,1.035,18.2,2,0
37.3,23.3,10,78,0,1.282,13.0,0,0
34.3,5.2,1,76,1,1.167,101.0,1,0
13.9,20.5,13,123,0,0.997,45.4,1,0
17.4,21.3,4,95,0,0.813,19.0,1,0
17.6,15.5,1,68,1,1.372,48.2,1,0
15.8,24.3,2,84,0,0.861,28.8,2,1
31.9,11.3,15,65,0,1.221,31.5,0,1
28.5,15.2,7,63,0,0.715,45.8,1,0
14.0,17.7,9,62,0,1.246,10.4,2,0
60.6,24.8,3,94,1,1.197,47.0,0,0
28.6,11.3,17,63,0,1.147,43.2,1,1
18.2,13.9,8,69,0,0.861,66.8,1,0
15.5,46.2,14,78,0,1.327,115.6,1,0
16.3,13.6,5,97,0,0.948,31.1,1,0
7.4,10.5,19,113,0,0.89,10.9,0,1
9.5,8.0,11,49,0,0.8,26.2,0,1
21.2,10.3,9,89,0,1.087,10.9,4,0
24.4,23.5,6,90,0,1.247,5.7,1,0
25.0,15.9,19,76,1,0.83,41.9,2,0
13.8,46.9,10,12,0,1.043,34.4,0,0
14.6,6.0,7,69,0,1.326,39.4,1,0
41.1,20.3,2,77,0,1.209,35.5,1,1
17.8,17.3,16,114,0,0.874,47.7,1,1
28.4,26.9,12,112,0,0.982,15.9,0,0
28.3,8.7,26,92,1,0.777,59.6,1,1
13.3,8.7,3,152,1,0.751,9.4,2,0
51.8,18.4,2,89,1,1.196,26.7,1,0
110.0,2.9,10,54,0,0.776,27.2,1,0
39.3,17.5,8,103,0,1.158,71.5,2,0
30.7,10.6,11,66,0,1.314,7.7,0,0
39.6,10.1,2,85,0,0.762,20.4,0,0
41.8,28.7,8,39,0,0.852,24.8,1,0
27.1,22.6,7,52,0,0.731,27.8,0,0
34.1,24.6,15,20,0,1.136,18.0,2,1
26.2,18.7,2,71,0,0.887,16.9,1,0
27.1,8.0,6,48,0,1.109,35.6,1,0
53.0,8.9,7,148,0,1.231,17.7,1,1
31.9,31.7,10,112,0,0.957,42.1,0,0
34.9,11.3,4,55,0,0.811,10.9,4,0
29.7,10.4,21,45,1,0.752,1.6,0,1
29.4,12.4,21,47,1,1.113,31.3,2,1
79.5,11.3,16,43,0,0.745,14.3,1,1
38.6,14.0,10,38,0,1.184,33.2,1,0
43.2,11.8,2,68,1,0.741,19.2,1,0
29.3,5.9,22,48,0,0.897,9.6,0,1
33.6,20.0,2,35,0,1.262,28.3,2,0
47.9,16.3,2,113,0,1.261,21.4,0,0
44.1,12.9,5,51,0,0.899,8.2,4,1
17.0,11.9,11,51,0,1.041,39.1,1,0
19.8,12.8,10,126,0,1.129,28.8,1,0
9.1,27.3,18,133,0,1.1,42.6,1,0
17.6,7.9,7,101,0,1.319,7.3,1,0
8.8,11.9,12,78,0,1.072,3.8,0,0
12.3,25.7,6,46,0,1.131,21.5,0,0
30.7,10.7,22,106,0,1.168,96.9,2,1
17.6,5.1,13,52,0,0.969,30.0,1,1
29.8,26.8,10,21,0,1.288,14.5,1,0
18.3,7.4,2,56,1,0.815,12.5,0,0
45.1,9.2,4,32,0,1.197,63.8,0,0
9.0,32.9,13,43,1,0.812,36.6,0,0
22.9,6.2,4,118,0,0.857,32.6,1,0
18.0,13.5,4,120,1,1.257,31.5,5,0
9.5,38.4,22,46,0,1.147,4.4,0,0
9.5,15.4,6,47,0,1.138,21.6,0,0
26.3,12.0,3,41,0,0.952,27.0,2,0
24.9,50.8,18,130,1,1.363,63.8,0,0
9.8,5.2,18,123,0,0.926,4.4,0,1
2.8,13.7,6,48,0,0.81,120.6,1,0
34.4,12.3,13,107,0,0.935,32.3,1,1
22.5,18.2,11,79,0,0.804,4.1,3,0
42.5,11.3,11,84,0,1.386,48.1,0,0
17.9,16.1,9,91,0,1.347,56.3,0,0
48.8,16.7,28,63,0,1.241,8.8,1,1
15.2,18.3,4,60,0,1.211,13.4,0,0
10.1,7.6,3,126,1,0.759,58.4,1,0
34.4,10.6,6,70,1,0.969,78.9,0,0
7.9,6.0,16,84,1,0.905,25.6,2,0
44.1,7.2,8,134,1,0.76,46.0,0,0
22.8,16.2,12,88,0,1.289,19.2,0,0
45.7,16.6,15,73,0,1.351,19.2,0,0
51.6,6.1,3,57,0,1.181,12.8,2,0
22.3,6.8,15,46,0,0.827,13.0,2,1
25.8,25.0,13,80,0,1.305,47.3,3,0
30.9,6.3,2,49,1,1.212,37.0,1,0
63.4,5.9,2,61,1,0.759,13.5,3,0
19.4,6.7,9,9,1,1.184,39.0,0,1
18.2,26.9,2,86,1,0.759,23.8,0,1
41.6,8.9,11,43,1,0.942,21.6,0,0
13.4,13.5,5,137,0,0.729,35.1,4,1
6.3,23.4,4,44,0,1.232,11.6,1,1
51.8,11.0,7,59,0,1.105,57.6,0,0
13.6,20.2,5,69,0,1.017,13.1,1,0
60.3,12.9,11,58,1,1.261,32.1,2,0
30.2,7.5,29,10,0,1.256,7.3,0,1
7.7,9.4,5,73,0,1.119,30.2,1,0
14.5,3.9,4,88,1,0.701,47.7,0,0
15.3,6.5,9,60,1,1.397,37.5,0,1
23.2,22.5,10,63,0,1.338,24.9,3,1
43.4,36.0,2,60,0,1.033,16.0,1,1
20.6,15.1,11,43,0,1.31,5.6,0,1
16.9,7.4,12,50,1,0.944,7.3,1,1
43.5,17.7,6,123,0,0.834,17.8,0,0
12.0,11.3,5,87,0,0.942,16.1,2,0
39.4,32.4,8,99,0,1.258,45.4,2,0
39.7,15.7,4,53,0,0.73,86.5,1,0
31.8,7.5,7,103,0,1.334,4.2,3,0
4.8,22.6,3,111,0,1.326,45.4,3,0
28.0,12.5,4,58,0,0.775,26.3,0,0
16.6,20.5,7,159,0,0.972,12.9,1,1
19.5,5.7,10,40,0,1.255,34.4,0,1
8.4,25.2,5,32,0,1.379,68.0,0,1
4.0,5.5,14,44,0,1.271,15.9,0,1
22.6,23.4,2,55,0,0.811,53.3,2,1
27.6,6.8,9,96,0,0.914,55.9,0,0
26.5,24.5,3,48,0,0.954,51.7,1,0
18.0,12.8,12,5,1,0.889,48.9,0,1
8.4,21.6,37,52,0,1.045,41.7,0,0
9.8,7.5,4,60,0,1.099,9.0,0,0
72.9,7.9,5,84,0,1.141,36.1,1,0
14.3,15.5,4,5,0,0.79,3.7,1,0
41.8,7.9,9,59,0,0.779,7.1,1,0
4.2,8.7,6,69,0,1.219,30.8,0,0
24.3,9.5,9,72,1,1.374,20.3,1,0
24.8,14.0,3,95,0,1.036,4.0,0,0
21.2,6.4,9,39,1,1.266,24.0,1,0
31.8,14.9,7,66,0,0.775,30.9,3,0
3.1,12.0,6,73,0,0.852,26.0,1,0
24.6,6.8,17,61,0,1.35,42.8,2,1
18.1,20.1,6,84,0,1.298,40.7,2,1
17.9,34.7,3,38,1,1.013,7.7,3,1
17.7,8.2,9,86,0,1.389,5.5,1,0
29.0,16.3,5,62,1,1.266,23.7,1,0
18.4,13.0,10,96,0,1.032,35.5,0,0
19.0,27.5,5,109,0,0.854,27.2,0,0
16.5,7.7,2,100,0,0.979,21.2,0,0
73.3,21.5,6,26,0,1.091,62.0,1,0
3.8,14.5,3,48,0,0.821,4.3,1,0
22.3,15.5,3,78,1,0.85,5.3,3,0
14.9,14.2,13,58,1,0.991,23.4,4,1
14.8,19.8,4,49,1,0.885,5.1,1,0
6.1,5.1,3,99,0,0.951,13.2,2,0
8.3,13.7,13,34,0,1.339,41.5,1,1
34.7,4.8,7,15,0,1.165,57.5,1,0
44.7,6.8,4,37,1,1.157,26.3,0,0
7.8,19.5,4,82,0,1.263,20.3,2,1
29.1,14.2,4,119,0,1.085,65.5,2,0
29.8,13.7,6,133,0,1.048,24.1,1,0
26.8,6.4,9,61,0,0.858,7.4,1,0
23.1,13.1,12,37,0,1.4,18.9,0,0
38.3,12.5,2,71,0,1.206,6.8,1,0
11.7,22.9,5,75,1,1.177,15.5,0,0
12.5,15.7,3,12,1,0.936,29.7,2,1
28.4,6.5,6,7,0,0.839,4.6,5,1
33.4,13.8,9,26,1,1.188,62.7,1,1
22.7,9.1,8,112,0,1.001,40.6,0,0
23.9,11.9,6,61,1,1.129,17.7,1,0
39.6,8.7,1,51,0,0.782,34.4,0,0
46.0,12.2,4,87,0,1.294,22.9,2,0
70.5,7.9,1,107,0,1.239,43.6,1,0
11.5,8.6,8,45,0,1.249,25.2,2,0
11.6,8.1,4,75,0,1.23,3.9,0,0
84.0,15.2,12,78,0,0.86,19.2,0,1
24.6,20.8,10,100,1,0.714,62.1,0,1
33.4,18.7,14,70,1,1.116,37.8,1,0
16.4,13.5,6,20,0,1.079,15.5,0,0
38.1,3.2,7,69,0,1.051,30.2,1,0
7.6,1.5,29,82,0,0.992,10.2,3,1
8.9,3.9,9,66,0,1.127,16.5,2,0
55.4,24.6,1,47,0,1.078,33.8,1,1
38.1,39.2,7,25,0,1.229,53.8,1,1
16.0,16.4,14,108,0,1.306,8.2,1,1
38.6,26.2,14,94,1,0.822,22.8,0,0
22.5,10.4,7,71,0,1.098,57.4,0,0
9.2,15.6,13,35,0,1.068,21.9,0,0
27.0,6.2,10,93,0,1.119,4.7,1,0
23.1,22.2,19,51,0,0.825,60.3,0,0
14.0,19.7,8,10,0,0.834,37.8,0,0
11.1,30.7,10,101,0,0.921,3.0,1,0
39.6,3.9,6,5,1,1.035,39.7,0,1
25.7,17.6,24,62,0,0.923,15.1,2,0
24.9,13.5,6,96,0,0.974,37.2,1,1
8.8,5.7,9,75,0,0.768,40.4,1,0
17.2,10.1,10,94,1,1.072,11.2,2,1
26.6,7.4,3,106,1,0.833,33.3,0,1
11.0,9.4,12,37,1,1.275,17.7,1,1
43.1,9.5,15,70,1,1.071,4.5,1,0
58.4,5.9,13,68,0,0.921,19.3,0,1
34.8,10.6,4,66,0,0.925,38.4,5,0
36.3,3.0,5,93,0,0.853,44.4,1,0
25.1,22.6,4,92,0,0.986,21.9,0,0
42.0,21.5,5,104,0,1.301,9.0,1,0
31.6,31.6,12,36,1,1.025,10.0,0,0
28.2,8.7,2,80,0,1.142,24.4,2,0
33.1,2.3,5,33,0,1.298,20.7,1,0
20.3,34.2,8,84,1,1.162,6.1,7,0
68.6,11.3,19,125,0,0.746,36.8,3,1
9.3,10.4,8,121,0,0.988,18.6,1,1
34.7,7.7,7,26,0,0.829,23.2,0,0
8.5,53.9,13,32,0,0.947,5.8,4,0
21.2,10.0,3,84,0,1.132,40.8,0,0
28.3,29.1,11,50,0,0.814,55.6,1,0
18.4,6.0,13,113,0,0.987,37.7,1,1
25.6,7.3,9,96,1,1.165,8.5,3,0
5.3,23.0,13,87,1,1.024,26.8,2,0
23.2,14.9,7,34,0,1.162,5.9,2,0
16.3,17.8,2,97,0,1.395,19.0,4,0
28.1,12.8,4,90,0,0.906,22.6,0,0
20.2,16.0,7,68,0,1.302,1.7,3,0
8.0,17.2,28,20,0,0.973,42.7,1,0
21.6,15.9,3,121,0,1.36,22.8,0,0
13.4,7.2,14,31,1,1.299,7.8,1,1
24.8,14.3,8,19,0,1.209,23.3,1,0
12.2,18.1,8,86,1,1.109,29.1,1,0
15.7,11.0,6,105,1,0.965,68.0,1,0
18.3,12.7,10,45,0,0.964,36.9,1,0
39.7,15.9,9,38,0,1.24,36.5,1,0
14.6,21.8,9,81,0,0.949,15.8,2,0
13.8,9.8,7,134,0,1.352,47.0,0,1
12.8,16.8,18,128,0,0.703,34.7,0,0
18.5,16.7,12,101,0,1.271,36.2,1,0
70.6,18.4,7,80,1,1.232,37.6,1,1
31.7,25.9,10,63,0,1.059,23.3,1,0
61.8,19.7,11,61,0,1.316,4.2,0,0
19.5,8.7,10,59,0,0.73,6.2,1,0
21.6,10.3,4,76,1,1.032,15.5,2,0
24.4,11.5,9,54,0,0.707,49.8,0,1
27.4,19.9,7,61,0,0.867,7.4,0,0
30.7,12.7,4,49,0,1.241,31.9,1,0
8.5,12.2,8,64,0,0.969,3.2,0,0
18.9,14.8,9,67,1,0.967,20.9,2,0
15.9,33.0,9,78,1,1.001,23.4,0,0
39.5,7.1,7,88,0,1.182,22.5,2,0
29.4,9.4,8,170,0,1.139,29.9,0,1
17.8,17.1,5,112,0,1.291,16.6,1,1
29.8,2.5,6,109,0,1.142,48.0,1,0
32.7,11.1,1,115,0,1.349,5.8,0,0
34.8,20.7,6,87,0,1.28,12.7,1,1
13.3,15.0,1,16,1,0.823,5.1,0,0
26.2,15.3,6,88,0,0.844,28.3,2,0
17.5,15.8,10,59,0,0.734,31.4,3,0
20.1,8.5,10,51,0,1.248,19.6,0,0
13.4,14.8,1,19,1,0.961,17.7,1,0
32.3,33.0,5,23,0,1.258,41.6,1,1
36.0,16.2,4,63,1,1.199,14.7,1,0
26.3,20.2,8,80,0,1.29,64.3,1,0
34.9,24.2,6,71,0,1.045,8.3,1,1
11.4,14.5,31,55,0,1.271,19.2,0,1
46.7,14.5,30,87,0,1.35,64.4,1,1
15.0,15.8,8,94,1,1.253,28.7,2,0
33.3,15.5,6,88,0,0.819,7.2,0,0
16.0,8.6,9,90,1,0.856,53.5,1,0
50.1,11.9,3,96,0,1.064,3.4,1,0
25.7,3.8,9,9,0,1.04,15.7,1,1
30.0,20.5,17,83,0,1.177,29.2,1,0
21.5,6.0,15,51,0,0.901,4.4,0,1
33.4,10.6,15,132,0,1.206,60.0,0,0
39.2,14.0,10,109,0,1.237,20.4,0,1
47.0,7.0,15,80,1,1.222,66.5,0,0
8.9,14.1,1,63,1,1.13,14.1,0,0
4.8,19.2,5,5,0,1.247,8.9,2,1
7.9,15.8,12,31,1,1.288,37.5,2,0
30.0,34.4,6,54,0,0.753,13.2,1,1
19.1,14.8,39,83,0,1.033,24.2,0,1
25.3,12.0,4,57,0,0.815,13.8,0,0
12.9,9.7,19,120,0,1.38,62.4,2,1
19.1,10.4,8,50,0,0.899,26.2,1,0
40.7,28.1,11,149,0,0.759,18.2,1,0
17.6,27.1,3,28,1,1.18,46.2,1,1
13.0,20.7,3,94,0,0.933,20.0,0,0
50.0,4.5,7,66,0,0.787,14.1,3,0
57.5,9.1,4,59,1,1.099,29.2,1,0
5.5,12.1,10,68,0,0.808,9.1,0,1
29.8,10.1,4,43,0,0.808,13.1,1,0
39.6,16.1,6,79,0,0.897,10.8,0,0
9.8,17.5,12,44,1,0.963,20.8,0,0
20.6,17.3,5,77,1,1.392,14.5,1,0
31.3,3.8,4,83,1,0.772,41.7,3,0
8.8,3.5,2,75,0,0.72,51.7,0,0
16.0,14.2,23,52,0,1.207,28.2,1,1
21.3,15.9,8,117,0,1.185,3.1,2,0
32.3,6.9,2,11,0,0.722,17.5,1,0
9.9,18.9,10,86,0,1.134,13.4,0,0
21.1,9.7,4,128,0,1.3,104.5,2,0
22.3,12.6,14,107,0,0.735,44.2,0,1
21.2,5.3,7,32,0,1.208,3.1,0,0
79.8,7.4,8,46,1,1.361,35.2,0,0
16.9,7.1,2,66,0,1.309,13.8,0,0
24.4,18.0,13,31,1,0.894,41.1,0,0
41.7,25.4,8,46,0,1.161,34.0,0,0
34.5,36.6,3,20,0,0.872,23.5,0,1
21.2,9.0,4,93,0,1.274,15.7,0,0
29.0,22.5,3,107,0,1.07,19.1,2,0
27.5,4.0,10,47,0,1.136,15.5,1,0
37.2,22.2,6,58,0,0.921,28.2,2,0
11.0,10.3,3,37,0,1.249,36.7,2,0
31.0,20.6,8,89,0,0.807,5.3,0,0
13.3,10.6,9,45,0,1.202,34.8,0,0
46.0,15.5,6,38,1,1.198,25.8,0,1
13.6,12.2,8,95,0,0.809,13.0,2,1
17.4,11.7,8,110,0,0.98,59.6,1,1
12.2,15.6,9,74,1,1.262,11.7,0,0
10.8,8.0,15,13,1,1.257,20.8,0,1
24.0,6.2,6,108,0,1.344,28.1,0,0
11.8,17.8,6,15,1,1.358,23.4,1,1
19.3,12.1,8,27,1,1.341,3.2,3,0
33.9,9.8,12,57,0,1.185,97.7,2,1
26.3,12.4,4,79,0,0.842,96.8,1,0
13.1,15.8,4,55,0,0.701,52.6,1,0
26.4,11.9,17,114,0,1.217,29.3,1,1
13.6,20.1,9,78,0,0.72,10.1,1,0
7.0,18.7,5,71,0,0.808,49.8,0,0
13.5,20.0,11,24,1,1.158,30.0,2,1
8.6,12.8,3,115,0,1.1,21.6,0,0
11.0,13.7,8,65,0,1.153,32.5,0,0
32.4,8.4,30,35,1,1.188,14.9,1,1
20.9,7.3,4,48,0,1.315,20.7,2,0
28.1,15.2,11,117,0,1.042,72.9,1,0
15.1,8.6,11,78,0,0.947,28.2,2,1
26.6,8.7,23,63,0,1.186,18.6,3,1
10.3,20.1,7,51,0,1.016,45.6,1,0
20.7,15.6,1,87,0,0.706,13.0,0,0
15.7,11.4,6,22,0,0.853,46.4,0,0
33.0,23.6,8,75,0,1.111,29.8,3,0
55.0,17.7,17,53,1,1.206,13.8,3,0
14.1,23.4,13,22,1,1.071,15.6,1,0
16.2,18.2,20,58,1,0.772,13.3,0,0
19.6,15.8,28,20,1,1.161,32.8,0,1
12.8,5.4,10,50,1,0.983,21.3,2,0
17.1,20.0,13,5,1,0.859,8.4,0,1
25.8,11.1,7,47,0,0.962,6.1,4,0
60.6,23.5,1,29,0,1.179,70.7,1,1
20.3,40.6,3,67,0,1.097,34.8,4,1
9.1,18.2,8,64,1,0.908,5.8,0,0
10.7,8.5,7,79,0,1.302,61.8,0,0
17.6,4.6,3,111,0,1.274,5.0,0,0
26.3,4.1,5,112,0,0.73,6.8,5,0
19.3,10.0,1,57,0,1.247,10.1,1,0
42.4,15.2,4,70,0,1.098,9.9,1,0
25.3,4.4,6,36,0,0.745,67.5,3,0
32.9,14.2,3,64,0,1.025,52.2,1,0
28.9,15.6,31,116,1,0.703,9.3,0,1
46.6,25.3,3,39,0,1.377,23.9,0,1
25.3,5.3,13,137,1,1.205,14.4,0,1
15.9,20.0,3,5,0,1.318,5.4,2,1
56.0,34.2,4,76,0,1.061,11.5,1,1
14.1,17.5,3,41,0,1.339,11.6,3,0
21.8,16.0,12,5,0,0.853,19.4,4,0
46.7,11.0,30,102,0,1.139,15.8,0,1
38.9,15.5,8,73,1,0.78,25.8,2,0
17.4,5.5,15,84,0,1.322,49.5,0,1
46.7,29.8,5,44,1,0.765,13.1,1,1
26.8,17.3,4,96,0,1.103,99.6,0,0
35.9,9.8,13,55,0,1.091,62.6,0,1
17.9,24.8,26,102,0,0.818,3.8,0,0
16.2,6.2,11,53,1,1.083,77.1,1,1
13.5,9.5,20,102,1,0.993,13.7,0,1
5.7,9.1,12,84,0,0.73,3.9,1,0
31.6,6.2,10,122,0,1.216,50.4,2,0
37.9,8.0,4,84,0,0.933,21.8,1,0
23.7,12.0,5,108,0,0.813,18.7,3,0
21.8,6.9,7,81,0,0.761,12.5,1,0
5.6,9.7,5,101,0,1.182,64.9,0,0
24.1,18.8,9,73,0,0.994,21.7,2,0
52.5,5.9,3,73,0,1.373,12.7,1,0
21.8,20.0,10,114,0,1.369,10.9,3,0
18.1,7.2,5,73,0,0.835,27.7,0,0
20.0,9.0,3,17,0,0.77,20.5,1,0
33.0,11.2,4,83,0,1.05,18.8,1,0
18.0,15.1,24,116,0,0.829,30.3,0,1
26.4,32.9,15,72,0,1.018,50.5,3,0
40.6,12.7,10,69,0,0.786,8.9,0,0
22.9,7.3,10,53,0,1.011,9.3,7,0
39.5,46.9,19,50,0,0.783,9.8,0,0
19.1,12.1,17,41,0,1.392,42.1,3,1
27.8,26.0,7,63,0,0.796,9.8,1,1
15.5,21.0,10,23,0,0.805,63.5,4,0
25.7,7.7,3,5,0,0.81,18.8,0,0
42.6,14.1,12,67,0,0.952,13.0,1,1
36.0,28.4,10,97,0,0.82,34.3,0,0
26.7,21.4,12,17,0,1.013,22.7,0,0
25.4,8.5,11,146,0,0.989,24.6,2,0
38.7,39.0,6,101,1,1.228,2.4,1,1
24.8,13.8,5,78,0,1.194,9.0,2,0
32.9,8.9,18,124,0,1.336,22.3,0,1
24.9,44.4,11,56,0,1.352,181.3,4,0
37.4,36.6,10,71,0,0.895,19.0,1,0
21.0,17.7,2,16,0,0.86,24.1,2,0
19.8,22.7,5,74,0,1.27,47.8,1,0
19.8,24.1,3,90,0,0.943,35.6,0,0
19.8,12.1,1,61,0,1.28,22.9,0,0
